PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
O00303	EIF3F	Homo sapiens	Eukaryotic translation initiation factor 3 subunit F	EIF3F_HUMAN	3	3	3	False	63374,171875	45910,3203125	25161,234375	39177,1953125	30970,115234375	31469,02734375	20193,896484375	11613,1064453125	198808,46875	36300,3984375	26419,603515625	26037,09375	12565,263671875	17196,58203125	8278,1220703125	14331,59375	7710,93212890625	9699,6044921875	7985,39794921875	8961,47265625	116269,4609375	8066,6015625	10043,3349609375	7498,115234375
O00339-2	MATN2	Homo sapiens	Isoform 2 of Matrilin-2	MATN2_HUMAN	1	1	1	False	44507,71484375	50254,375	28454,779296875	40650,7890625	32920,6015625	19790,076171875	26876,626953125	37388,7265625	26930,208984375	17502,123046875	28256	17374,919921875	8884,3486328125	14091,4453125	9551,125	12295,0546875	10641,61328125	9431,0634765625	9057,1982421875	12955,453125	9009,1865234375	7400,7431640625	10620,9453125	6947,625
O00339;O00339-3	MATN2	Homo sapiens	Matrilin-2;Isoform 3 of Matrilin-2	MATN2_HUMAN	26	26	29	True	416373,40625	680381,875	391614,34375	470085,46875	433053,25	264759,84375	331429,71875	435545,125	276530,28125	291013,9375	365202,09375	194743,328125	107861,234375	163141,90625	107008,8125	107988,4765625	110206	75273,0859375	94732,4921875	123774,2265625	81218,4609375	71526,90625	90252,0859375	55777,4609375
O00391	QSOX1	Homo sapiens	Sulfhydryl oxidase 1	QSOX1_HUMAN	32	34	40	False	1146893,75	1831726,75	1992734,125	1099660,125	1447432,5	1191989,125	1744752	2483361,5	1227630,375	1523039,625	2174042,75	999420	298727,53125	448685,71875	532302,8125	289537,0625	373163,125	303651,1875	408051,9375	621075,4375	342261,78125	393623,1875	575094,1875	278225,0625
O00399	DCTN6	Homo sapiens	Dynactin subunit 6	DCTN6_HUMAN	2	2	2	False	78053,5	73680,9609375	50032,25390625	78907,046875	108779,609375	91672,4296875	101735,21875	80137,6015625	70692,015625	88834,328125	200839,90625	58696,42578125	4629,31884765625	3336,680908203125	1127,153564453125	1009,262451171875	1139,62939453125	2044,4921875	5075,40771484375	2376,67529296875	3069,7109375	1563,54296875	889,2387084960938	2452,321533203125
O00410;O00410-3	IPO5	Homo sapiens	Importin-5;Isoform 3 of Importin-5	IPO5_HUMAN	12	12	12	True	39037,671875	42446,4921875	25324,45703125	42925,8828125	18913,896484375	21757,0390625	31065,64453125	24134,939453125	18364,375	26318,5234375	24470,01953125	20340,99609375	7196,08154296875	8359,4228515625	6216,3056640625	8625,892578125	4845,333984375	3600,490234375	6729,92529296875	3166,87353515625	2831,960693359375	5314,5419921875	7024,3955078125	4377,70703125
O00425	IGF2BP3	Homo sapiens	Insulin-like growth factor 2 mRNA-binding protein 3	IF2B3_HUMAN	1	1	1	True	6841,5390625	7274,162109375	7241,18994140625	3644,336669921875	7126,43359375	5955,81103515625	11178,1923828125	4539,6201171875	2541,49853515625	8597,7119140625	6145,73583984375	4067,6435546875	2030,9058837890625	2292,74462890625	1181,167236328125	940,571044921875	1509,399169921875	397,3962097167969	2945,568603515625	2067,237060546875	2,5248358249664307	1981,8367919921875	1696,34814453125	1181,7281494140625
O00429;O00429-2;O00429-3;O00429-4;O00429-5;O00429-6;O00429-8;O00429-9	DNM1L	Homo sapiens	Dynamin-1-like protein;Isoform 4 of Dynamin-1-like protein;Isoform 2 of Dynamin-1-like protein;Isoform 3 of Dynamin-1-like protein;Isoform 5 of Dynamin-1-like protein;Isoform 6 of Dynamin-1-like protein;Isoform 8 of Dynamin-1-like protein;Isoform 9 of Dynamin-1-like protein	DNM1L_HUMAN	8	8	8	True	10270,90234375	11288,0849609375	9766,6728515625	7403,15234375	4833,80810546875	4995,87255859375	6589,8291015625	140,09544372558594	13472,5576171875	5087,3515625	5034,20654296875	9141,33203125	3454,908203125	4527,00048828125	2716,627197265625	4368,302734375	3233,952392578125	2894,5478515625	2499,74267578125	2637,371337890625	3380,786376953125	3208,42822265625	2281,962890625	1426,9881591796875
O00442;O00442-2	RTCA	Homo sapiens	RNA 3'-terminal phosphate cyclase;Isoform 2 of RNA 3'-terminal phosphate cyclase	RTCA_HUMAN	4	4	4	False	5756,47998046875	4808,017578125	2455,406494140625	5062,2001953125	2780,297607421875	NaN	3869,0400390625	6830,68701171875	NaN	4019,669677734375	948,7428588867188	2201,241455078125	2257,392822265625	3254,531005859375	2072,533203125	4391,09619140625	2043,154296875	2952,88671875	2080,8369140625	1015,2859497070312	NaN	4768,044921875	2051,2685546875	1838,501708984375
O00443;O00443-2	PIK3C2A	Homo sapiens	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha;Isoform 2 of Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	P3C2A_HUMAN	1	1	1	False	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1,3984496593475342	NaN	NaN	NaN	NaN	NaN	483,0311584472656	NaN	NaN	NaN	NaN	NaN
O00461	GOLIM4	Homo sapiens	Golgi integral membrane protein 4	GOLI4_HUMAN	5	5	6	True	8751,3076171875	8047,05224609375	21158,17578125	17340,908203125	6043,166015625	20968,861328125	4490,4755859375	9298,7744140625	8725,8818359375	10559,9443359375	4600,25634765625	11898,318359375	1774,662109375	1044,6861572265625	2937,01171875	2637,64453125	1583,3857421875	3774,14208984375	708,939697265625	728,5479125976562	2986,34375	1333,81640625	587,9356079101562	1681,79736328125
O00462	MANBA	Homo sapiens	Beta-mannosidase	MANBA_HUMAN	21	21	22	False	59747,53125	146142,609375	106932,5859375	145705,609375	90055,3515625	114514,3671875	80485,2890625	101739,71875	71986,234375	118081,96875	116199,5078125	82329,1328125	26632,62890625	52170,46484375	43136,8359375	55873,171875	34508,86328125	41511,64453125	31889,490234375	43134,6875	19451,22265625	41622,25390625	44884,3671875	29042,931640625
O00468;O00468-3;O00468-4;O00468-5;O00468-6;O00468-7	AGRN	Homo sapiens	Agrin;Isoform 3 of Agrin;Isoform 4 of Agrin;Isoform 5 of Agrin;Isoform 6 of Agrin;Isoform 7 of Agrin	AGRIN_HUMAN	21	21	21	False	31750,103515625	58718,7421875	55717,34765625	64902,57421875	40110,84765625	60314,83984375	30366,908203125	39732,54296875	31416,8203125	40036,60546875	37316,69921875	46681,69140625	9180,8193359375	16105,0380859375	15860,8828125	14040,015625	9488,1689453125	15126,7255859375	7278,3271484375	10245,26171875	12164,5341796875	9028,8828125	10328,1552734375	9693,5224609375
O00469-2	PLOD2	Homo sapiens	Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	PLOD2_HUMAN	21	21	22	True	48758,85546875	75586,1015625	33037,43359375	102399,9765625	59615,69921875	113374,8359375	83542,6875	92628,578125	62427,70703125	172336,515625	133607,5	170725,84375	22224,546875	27204,57421875	20891,515625	41480,0390625	22394,138671875	50296,0390625	36216,97265625	39026,98046875	27715,490234375	66468,65625	49322,77734375	70287,6796875
O00479	HMGN4	Homo sapiens	High mobility group nucleosome-binding domain-containing protein 4	HMGN4_HUMAN	2	2	3	True	100602,109375	56049,74609375	79677,09375	65157,203125	88081,8984375	73732,9296875	57154,10546875	52431,43359375	79300,4140625	53622,046875	59664,44140625	57014,4296875	21476,87109375	13133,3466796875	11269,9921875	15711,9736328125	13995,4296875	13286,0078125	8913,984375	8090,3349609375	9563,6982421875	10192,630859375	6333,123046875	7839,14892578125
O00483	NDUFA4	Homo sapiens	Cytochrome c oxidase subunit NDUFA4	NDUA4_HUMAN	1	1	1	False	11015,49609375	NaN	10132,2939453125	13183,1787109375	9748,60546875	16448,23828125	16256,546875	NaN	1,464226245880127	3958,46044921875	NaN	NaN	3545,06298828125	2534,982666015625	2349,012451171875	3296,505859375	2060,7041015625	3937,552978515625	3144,72607421875	NaN	4796,9189453125	4107,90478515625	1658,7259521484375	4329,09521484375
O00487	PSMD14	Homo sapiens	26S proteasome non-ATPase regulatory subunit 14	PSDE_HUMAN	6	6	6	False	27660,67578125	37595,35546875	23172,498046875	33193,20703125	18241,212890625	19583,30859375	30312,90625	25573,248046875	24296,173828125	31261,251953125	30238,146484375	17439,072265625	9972,970703125	13777,435546875	6367,68505859375	10491,4638671875	7601,8203125	6902,8046875	9908,6982421875	6702,5576171875	4771,59619140625	10675,6943359375	8289,19921875	7120,29345703125
O00499-2;O00499-6	BIN1	Homo sapiens	Isoform IIB of Myc box-dependent-interacting protein 1;Isoform II2 of Myc box-dependent-interacting protein 1	BIN1_HUMAN	19	20	21	False	106602,7109375	80586,5703125	63080,85546875	91630,265625	100860,015625	67571,7890625	92211,4609375	89343,8671875	92649,8984375	99407,1015625	80134,609375	69615,3984375	19470,275390625	14742,546875	15032,7548828125	14896,05078125	18017,486328125	14619,2744140625	19418,708984375	15226,2060546875	19363,2265625	17636,544921875	15985,6123046875	15797,4541015625
O00505	KPNA3	Homo sapiens	Importin subunit alpha-4	IMA4_HUMAN	3	3	3	True	50077,609375	17733,240234375	11366,986328125	NaN	3550,4697265625	28797,18359375	39369,59375	19569,64453125	58561,37109375	5693,3798828125	3626,496337890625	9566,28515625	12402,3115234375	5154,150390625	6007,28564453125	4686,65283203125	4506,0625	7636,27978515625	12176,927734375	7118,04150390625	14093,505859375	2789,28466796875	2613,864990234375	3923,02490234375
O00560;O00560-3	SDCBP	Homo sapiens	Syntenin-1;Isoform 3 of Syntenin-1	SDCB1_HUMAN	8	8	9	False	26662,869140625	15011,8544921875	17662,806640625	42986,28125	10364,8876953125	35198,98046875	26895,896484375	16005,7451171875	6025,60302734375	44818,80859375	8552,337890625	27808,1875	5896,50732421875	4762,68603515625	5093,01806640625	10867,3154296875	5522,74169921875	11017,775390625	7570,14306640625	4692,86083984375	7854,60693359375	13004,3984375	7110,853515625	8625,5712890625
O00567	NOP56	Homo sapiens	Nucleolar protein 56	NOP56_HUMAN	1	1	1	True	3590,74951171875	11059,6240234375	NaN	NaN	NaN	NaN	32605,4140625	NaN	24754,93359375	9423,14453125	14804,26953125	NaN	339,1685485839844	248,80526733398438	NaN	NaN	NaN	NaN	1652,6978759765625	NaN	2702,553955078125	1259,784912109375	2024,4329833984375	301,46722412109375
O00571;O00571-2	DDX3X	Homo sapiens	ATP-dependent RNA helicase DDX3X;Isoform 2 of ATP-dependent RNA helicase DDX3X	DDX3X_HUMAN	13	13	14	False	51158,10546875	35745,73828125	27581,75	20851,310546875	25624,892578125	21490,166015625	23244,392578125	22927,283203125	28354,83203125	31658,47265625	19650,166015625	20190,021484375	12221,9326171875	12239,8828125	8622,5615234375	7826,17041015625	8874,015625	7227,83740234375	7252,90087890625	7539,80908203125	8836,3251953125	9742,42578125	8053,19482421875	8228,80859375
O00584	RNASET2	Homo sapiens	Ribonuclease T2	RNT2_HUMAN	10	10	10	True	153020,515625	106913,953125	160893,390625	72349,8671875	77165,7890625	133088,640625	129699,7734375	167034,109375	230714,09375	71133,5859375	110132,2734375	127689,171875	42891,98046875	32973,53515625	58490,94140625	23410,05859375	29581,814453125	42137,11328125	43646,7421875	74959,7734375	106964,7734375	28649,017578125	40934,68359375	50528,38671875
O00622	CCN1	Homo sapiens	CCN family member 1	CCN1_HUMAN	15	16	18	False	302519,125	228235,203125	622568,6875	271585,46875	225645,90625	550768,1875	260423,71875	451650,71875	727841,25	365127,84375	300109,09375	420343,53125	71361,0859375	56572,38671875	142782,515625	59759,6640625	61809,609375	102133,7265625	56598,41796875	111691,890625	174605,84375	72407,890625	74461,4765625	86377,203125
O00625	PIR	Homo sapiens	Pirin	PIR_HUMAN	7	8	8	False	74349,9375	39613,515625	62076,3828125	62821,21484375	58289,03125	56193,21484375	48689,66015625	32266,064453125	48065,85546875	65472	41124,92578125	31279,96484375	19477,16015625	16084,697265625	14002,7216796875	14762,53515625	15802,3818359375	12728,67578125	13697,8935546875	14107,357421875	11254,73828125	12499,9033203125	10575,51953125	12442,5498046875
O00629	KPNA4	Homo sapiens	Importin subunit alpha-3	IMA3_HUMAN	3	3	3	False	8096,79736328125	3707,87158203125	6119,12451171875	6844,79345703125	8868,005859375	5643,3369140625	10181,19921875	NaN	5855,447265625	4084,649658203125	8808,1142578125	3840,749267578125	2258,55908203125	2811,759033203125	1490,2540283203125	2052,368896484375	2212,288330078125	1771,4891357421875	2524,544921875	1760,9761962890625	2937,06591796875	2626,099609375	2281,01318359375	2096,7744140625
O00743;O00743-2;O00743-3	PPP6C	Homo sapiens	Serine/threonine-protein phosphatase 6 catalytic subunit;Isoform 2 of Serine/threonine-protein phosphatase 6 catalytic subunit;Isoform 3 of Serine/threonine-protein phosphatase 6 catalytic subunit	PPP6_HUMAN	1	1	1	False	1129,42333984375	3055,841552734375	NaN	6304,57470703125	5388,98583984375	316,9243469238281	3913,158203125	NaN	NaN	NaN	NaN	3257,978759765625	4760,181640625	5260,02978515625	4056,51123046875	5608,2978515625	4370,99658203125	4109,93603515625	4739,06884765625	3093,825927734375	NaN	5308,75390625	4127,8828125	4662,1103515625
O00754;O00754-2	MAN2B1	Homo sapiens	Lysosomal alpha-mannosidase;Isoform 2 of Lysosomal alpha-mannosidase	MA2B1_HUMAN	17	17	18	True	16417,3828125	47316,640625	48874,53515625	31383,796875	25504,443359375	77979,8203125	17734,1640625	52181,64453125	2292,147705078125	27406,96875	25445,974609375	10009,62890625	5588,6259765625	10848,5546875	12684,8115234375	7363,4677734375	7012,033203125	7113,583984375	4584,5009765625	5916,84716796875	4422,04736328125	6866,880859375	6204,0361328125	4549,78515625
O00763;O00763-2	ACACB	Homo sapiens	Acetyl-CoA carboxylase 2;Isoform 2 of Acetyl-CoA carboxylase 2	ACACB_HUMAN	2	2	2	False	29072,236328125	7196,69189453125	11981,2490234375	2525,779296875	NaN	12754,529296875	4449,71728515625	NaN	NaN	9559,97265625	NaN	NaN	4126,45068359375	2400,29248046875	1692,1107177734375	898,18994140625	NaN	2566,810302734375	664,2633056640625	NaN	NaN	1119,722412109375	NaN	NaN
O00764	PDXK	Homo sapiens	Pyridoxal kinase	PDXK_HUMAN	9	9	11	True	14767,7529296875	26299,474609375	16918,373046875	35013,0625	25854,080078125	16718,16015625	23022,025390625	19851,796875	12110,296875	40472,08984375	25185,978515625	18319,912109375	1123,7694091796875	11183,546875	10396,4736328125	22177,3125	10913,6240234375	6650,3232421875	9927,45703125	7282,64501953125	3426,641357421875	22241,4921875	14015,5009765625	8882,1142578125
O00767	SCD	Homo sapiens	Stearoyl-CoA desaturase	SCD_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	3586,640869140625	NaN	1620,9676513671875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	484,37078857421875	NaN	2,668752670288086	NaN	NaN	NaN
O14498	ISLR	Homo sapiens	Immunoglobulin superfamily containing leucine-rich repeat protein	ISLR_HUMAN	7	7	7	False	57804,875	85420,9453125	160553,921875	98453,3203125	106036,078125	81262,71875	60871,4375	121393,4453125	22239,76953125	98533,3984375	99072,1328125	58016,26953125	22261,22265625	39998,50390625	53347,25	30928,123046875	37430,4453125	28731,98046875	31373,5	50865,2578125	19876,482421875	36937,94921875	35196,50390625	26071,169921875
O14530;O14530-2	TXNDC9	Homo sapiens	Thioredoxin domain-containing protein 9;Isoform 2 of Thioredoxin domain-containing protein 9	TXND9_HUMAN	1	1	1	False	NaN	NaN	NaN	3,9146854877471924	1,6680424213409424	NaN	NaN	NaN	0,0005339788622222841	1	NaN	NaN	NaN	1053,4949951171875	1342,9208984375	2374,78271484375	1995,714599609375	1731,02099609375	1082,010009765625	1378,570556640625	2023,2080078125	2512,15087890625	1499,3135986328125	1970,0203857421875
O14545	TRAFD1	Homo sapiens	TRAF-type zinc finger domain-containing protein 1	TRAD1_HUMAN	2	2	2	False	4772,8203125	1919,2822265625	5561,70947265625	6095,56298828125	4820,11083984375	2670,728759765625	NaN	9908,8837890625	6743,15625	5379,1123046875	5487,30712890625	6161,486328125	867,3544921875	192,19769287109375	995,6153564453125	781,503662109375	802,9268188476562	1170,37841796875	882,892822265625	613,1869506835938	609,4465942382812	1050,384521484375	416,24603271484375	1043,8494873046875
O14558	HSPB6	Homo sapiens	Heat shock protein beta-6	HSPB6_HUMAN	9	10	15	True	711511,375	666379,5625	651448,375	569742,6875	643179,625	576328,9375	1087640,25	1044545,8125	648062,8125	1138543,375	592797,1875	685030,0625	192780,484375	187567,703125	184356,984375	143322,484375	193162,84375	153133,859375	302397,125	279710	213212,203125	257713,0625	177875,84375	202612,734375
O14561	NDUFAB1	Homo sapiens	Acyl carrier protein, mitochondrial	ACPM_HUMAN	2	3	3	True	94469,9921875	95213,7890625	88383,0703125	141845,578125	141170,921875	98400,703125	50676,25	29405,34375	74809,0546875	75419,375	51371,0703125	40922,91796875	16448,078125	10820,4755859375	12297,130859375	12176,7822265625	10046,8359375	13613,1650390625	7598,5908203125	4550,13525390625	7705,97216796875	7790,54345703125	4748,20703125	9069,2607421875
O14562	UBFD1	Homo sapiens	Ubiquitin domain-containing protein UBFD1	UBFD1_HUMAN	4	5	5	False	19993,94140625	7033,72705078125	8865,5712890625	13986,7724609375	26896,78125	18526,9296875	22259,263671875	24856,4453125	21792,7890625	22634,65625	12789,7939453125	38633,7265625	7207,318359375	4116,34228515625	3935,811279296875	6892,61328125	5554,23779296875	5140,71533203125	6480,947265625	5049,423828125	5774,283203125	7163,31640625	5969,57666015625	5853,12841796875
O14579	COPE	Homo sapiens	Coatomer subunit epsilon	COPE_HUMAN	9	10	11	False	41377,0390625	47849,84375	48278,859375	37132,0390625	32774,5390625	22977,978515625	42623,91796875	30751,06640625	35340,2265625	32428,876953125	32433,46875	38301,26953125	6290,8046875	5840,208984375	5802,11328125	5785,21630859375	6466,626953125	6607,5673828125	6075,623046875	5012,6162109375	3401,0244140625	6306,60791015625	5392,275390625	5749,85986328125
O14613	CDC42EP2	Homo sapiens	Cdc42 effector protein 2	BORG1_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3366,3359375	8125,45263671875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	328,7356872558594	928,2515869140625	NaN
O14618	CCS	Homo sapiens	Copper chaperone for superoxide dismutase	CCS_HUMAN	4	4	5	False	46957,22265625	43991,64453125	48180,6796875	47289,42578125	43353,06640625	37700,77734375	46497,1953125	24090,673828125	31750,25	43627,2421875	30440,056640625	32733,962890625	24233,208984375	18993,205078125	20114,974609375	20464,517578125	22861,333984375	21393,251953125	19003,552734375	17323,826171875	18842,216796875	19354,58203125	15889,9140625	19739,390625
O14641	DVL2	Homo sapiens	Segment polarity protein dishevelled homolog DVL-2	DVL2_HUMAN	2	2	2	False	185723,546875	93988,1953125	82587,9375	110820,75	95245,03125	187324,84375	79826,0390625	99764,375	72005,640625	68895,1953125	31136,66796875	63112,2734375	2465,048095703125	1581,1312255859375	2612,891845703125	1828,615966796875	3000,317138671875	1780,464599609375	2033,8065185546875	2212,490478515625	2550,7548828125	1406,383544921875	1473,59619140625	2431,45751953125
O14653;O14653-2;O14653-3	GOSR2	Homo sapiens	Golgi SNAP receptor complex member 2;Isoform B of Golgi SNAP receptor complex member 2;Isoform 3 of Golgi SNAP receptor complex member 2	GOSR2_HUMAN	1	1	1	False	NaN	6,204770088195801	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	1237,708251953125	365,72076416015625	1126,13671875	1039,6429443359375	853,2811889648438	NaN	958,3539428710938	NaN	NaN	1017,9332275390625	1447,269287109375	NaN
O14657	TOR1B	Homo sapiens	Torsin-1B	TOR1B_HUMAN	4	4	4	True	15679,7685546875	26513,57421875	33880,70703125	17784,87890625	14127,26953125	13005,486328125	12655,158203125	27851,63671875	10277,142578125	16574,638671875	11939,9931640625	7505,19970703125	3779,31103515625	8337,0009765625	6997,9013671875	5332,94384765625	4493,20068359375	4435,34033203125	3720,953369140625	6641,244140625	3002,369873046875	4806,90478515625	4789,90234375	3186,099609375
O14662;O14662-2;O14662-3;O14662-4;O14662-5	STX16	Homo sapiens	Syntaxin-16;Isoform A of Syntaxin-16;Isoform C of Syntaxin-16;Isoform D of Syntaxin-16;Isoform E of Syntaxin-16	STX16_HUMAN	1	1	1	False	2587,046142578125	NaN	1918,2879638671875	439,9190673828125	NaN	1505,515869140625	2203,595703125	NaN	0,6088703274726868	NaN	922,4741821289062	2089,848388671875	3089,625	889,7220458984375	1423,643798828125	1562,4266357421875	2030,7576904296875	2672,49609375	1754,1214599609375	467,31134033203125	1528,75390625	1530,1612548828125	505,4554138183594	1289,1162109375
O14672	ADAM10	Homo sapiens	Disintegrin and metalloproteinase domain-containing protein 10	ADA10_HUMAN	10	10	13	True	728714,5625	740585,375	1532245,25	608922,4375	683481,75	1172399,375	749621,25	1349751,375	1808597,875	628910,75	751862,5	790341,9375	196317,375	188369	387592,96875	149811,453125	180885,140625	296449,40625	201862,21875	362864,125	514745,21875	164198,140625	202038,90625	228208,234375
O14737	PDCD5	Homo sapiens	Programmed cell death protein 5	PDCD5_HUMAN	9	10	12	False	134224,328125	119847,984375	128487,546875	122402,84375	127556,734375	127423,4609375	114890,1796875	92624,2421875	150349,65625	122351,2421875	94176,0703125	118587,1953125	28759,84765625	20708,025390625	26267,869140625	24210,921875	26200,720703125	29011,55078125	24211,43359375	22485,455078125	27886,810546875	23065,322265625	21888,462890625	26798,111328125
O14744;O14744-2;O14744-3;O14744-4;O14744-5	PRMT5	Homo sapiens	Protein arginine N-methyltransferase 5;Isoform 2 of Protein arginine N-methyltransferase 5;Isoform 3 of Protein arginine N-methyltransferase 5;Isoform 4 of Protein arginine N-methyltransferase 5;Isoform 5 of Protein arginine N-methyltransferase 5	ANM5_HUMAN	2	2	2	False	487,1202087402344	2020,5650634765625	1129,3876953125	1328,242919921875	NaN	1664,326416015625	436,15533447265625	1751,05029296875	NaN	2716,372314453125	429,30548095703125	NaN	1277,42138671875	1623,59375	1568,6619873046875	1488,6761474609375	1602,7100830078125	718,4300537109375	882,028076171875	1096,5081787109375	NaN	903,057373046875	1242,501708984375	1040,3408203125
O14745	SLC9A3R1	Homo sapiens	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	NHRF1_HUMAN	6	6	6	True	31341,501953125	26549,6015625	23095,916015625	26666,95703125	32475,83203125	22235,0234375	30960,84375	23297,02734375	32240,4375	30456,1328125	33856,984375	35413,78515625	10266,599609375	7146,232421875	6846,638671875	6467,716796875	6679,2822265625	7699,6376953125	9856,5615234375	8710,7568359375	13777,630859375	7850,45166015625	8216,521484375	9124,8720703125
