PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
O00339;O00339-2;O00339-3;O00339-4	MATN2	Homo sapiens	Matrilin-2;Isoform 2 of Matrilin-2;Isoform 3 of Matrilin-2;Isoform 4 of Matrilin-2	MATN2_HUMAN	10	10	10	False	18535,2421875	43585,9140625	25219,439453125	17387,408203125	31809,78515625	38512,75	21982,677734375	33103,5	34143,8046875	17703,806640625	42638,07421875	35444,76171875	5934,12451171875	14987,5185546875	10553,81640625	5154,54736328125	13627,478515625	13181,3974609375	7892,171875	11243,3623046875	14169,380859375	7139,17822265625	14658,388671875	16241,2119140625
O00391	QSOX1	Homo sapiens	Sulfhydryl oxidase 1	QSOX1_HUMAN	35	37	45	False	1456017	1994638	1160007,5	1136762,25	1573297,5	1241962,875	1515032,625	1499450,125	1455898,625	1380579,5	1576792,125	1349672	407243,8125	544807,625	321027,25	295269,8125	401209,8125	339782,9375	403878,875	407085,53125	398135,46875	353973,0625	451428,375	376560,9375
O00399	DCTN6	Homo sapiens	Dynactin subunit 6	DCTN6_HUMAN	1	1	1	True	7800,1943359375	16012,3876953125	NaN	18398,400390625	NaN	11185,5458984375	5455,14111328125	8678,98046875	13796,5107421875	31604,625	17359,939453125	16683,345703125	881,8478393554688	282,3287353515625	339,8800964355469	1365,4007568359375	NaN	814,7171020507812	NaN	1,4174187183380127	381,03289794921875	1641,980224609375	884,571044921875	838,0980224609375
O00401	WASL	Homo sapiens	Neural Wiskott-Aldrich syndrome protein	WASL_HUMAN	3	3	3	False	4299,29833984375	NaN	5742,97900390625	5244,81201171875	7098,2060546875	4596,60693359375	4025,519287109375	9190,2490234375	4113,1416015625	5100,11474609375	4262,5888671875	4832,27880859375	3970,947998046875	3962,49755859375	4477,7548828125	3882,06982421875	5260,85791015625	4134,9091796875	4382,97021484375	7517,70751953125	4924,99609375	3782,884033203125	4895,0498046875	4561,8955078125
O00410;O00410-3	IPO5	Homo sapiens	Importin-5;Isoform 3 of Importin-5	IPO5_HUMAN	12	12	12	True	46748,94921875	26813,427734375	31989,251953125	23365,091796875	34267,7578125	16770,52734375	15254,3046875	16700,9296875	17296,517578125	10949,044921875	8700,6259765625	19246,8828125	10680,5888671875	4794,51953125	4175,9638671875	3873,134521484375	3286,9970703125	2167,416259765625	2603,42822265625	1816,71923828125	3106,15673828125	3043,9521484375	1567,3421630859375	1114,4744873046875
O00422;O00422-2	SAP18	Homo sapiens	Histone deacetylase complex subunit SAP18;Isoform 2 of Histone deacetylase complex subunit SAP18	SAP18_HUMAN	1	1	1	False	1568,0770263671875	NaN	383,3298034667969	312,8783874511719	NaN	6010,8681640625	NaN	12328,03125	NaN	3245,660888671875	967,9816284179688	NaN	103,89308166503906	NaN	NaN	44,30282974243164	NaN	552,29150390625	NaN	1159,9100341796875	NaN	232,59034729003906	NaN	NaN
O00429;O00429-2;O00429-3;O00429-4;O00429-5;O00429-6;O00429-7;O00429-8;O00429-9	DNM1L	Homo sapiens	Dynamin-1-like protein;Isoform 4 of Dynamin-1-like protein;Isoform 2 of Dynamin-1-like protein;Isoform 3 of Dynamin-1-like protein;Isoform 5 of Dynamin-1-like protein;Isoform 6 of Dynamin-1-like protein;Isoform 7 of Dynamin-1-like protein;Isoform 8 of Dynamin-1-like protein;Isoform 9 of Dynamin-1-like protein	DNM1L_HUMAN	2	2	2	False	5787,64697265625	4659,9775390625	8204,919921875	3639,2734375	8513,5791015625	4190,49755859375	2772,186767578125	5905,47412109375	2663,451416015625	5614,857421875	3867,959228515625	1183,0401611328125	2680,22021484375	3141,752685546875	2238,967529296875	2475,982177734375	3625,795166015625	1883,1468505859375	2299,907958984375	2617,22998046875	2224,91357421875	1872,9287109375	2521,27685546875	1304,909423828125
O00461	GOLIM4	Homo sapiens	Golgi integral membrane protein 4	GOLI4_HUMAN	5	5	6	True	4216,94970703125	4707,416015625	7528,30810546875	7577,5693359375	9105,5322265625	7624,130859375	4550,47216796875	6987,72509765625	4274,21435546875	6180,287109375	5867,5380859375	7254,30908203125	1713,5914306640625	2053,2451171875	1620,6866455078125	1874,7498779296875	2667,324462890625	1896,9818115234375	1164,853515625	281,9112548828125	1577,755126953125	1787,40234375	1680,1761474609375	1532,4326171875
O00462	MANBA	Homo sapiens	Beta-mannosidase	MANBA_HUMAN	13	13	14	False	18885,41796875	44288,125	18691,95703125	17289,873046875	31811,17578125	19640,158203125	22532,291015625	20582,9765625	31982,876953125	24987,615234375	30234,599609375	24813,8515625	7202,55615234375	15866,9248046875	6820,85400390625	5983,67431640625	12533,1748046875	8231,859375	8023,1298828125	7377,7841796875	12045,576171875	8825,3046875	14474,025390625	11550,2099609375
O00468-6;O00468-7	AGRN	Homo sapiens	Isoform 6 of Agrin;Isoform 7 of Agrin	AGRIN_HUMAN	30	30	31	False	57208,98046875	93946,703125	35122,09765625	32472,775390625	128784,84375	60279,609375	78467,859375	87522,6171875	72860,859375	41818,703125	84654,125	59683,625	17171,21484375	27255,861328125	8784,9775390625	10562,197265625	36026,78125	16841,01171875	23561,271484375	25274,80859375	21645,326171875	13251,7626953125	24141,974609375	14191,2353515625
O00469-2	PLOD2	Homo sapiens	Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	PLOD2_HUMAN	23	26	29	True	271458,9375	333469,15625	237162,125	378152,3125	538490,25	435074,40625	369007,375	391160,1875	442129,6875	565254,875	783957,5	641069	77391,6875	88523,609375	56510,46875	100364,46875	156872,859375	129418,765625	116287,703125	101584,609375	128522,3984375	173280,984375	228840,5	180403,078125
O00479	HMGN4	Homo sapiens	High mobility group nucleosome-binding domain-containing protein 4	HMGN4_HUMAN	1	1	1	True	NaN	12049,1875	14468,6689453125	NaN	NaN	6918,82177734375	14032,044921875	11917,08203125	7690,2783203125	NaN	2001,711669921875	4077,783935546875	NaN	1622,138671875	3371,5458984375	NaN	NaN	1259,0596923828125	987,519287109375	2705,964111328125	2666,104248046875	NaN	384,6451110839844	1271,8955078125
O00483	NDUFA4	Homo sapiens	Cytochrome c oxidase subunit NDUFA4	NDUA4_HUMAN	1	1	1	False	5495,2666015625	5216,69287109375	12769,1943359375	6148,701171875	NaN	5803,2294921875	2346,44384765625	1535,4542236328125	4575,59814453125	2741,20947265625	3095,974365234375	1900,7716064453125	2343,173828125	2313,049560546875	5529,35546875	2397,827392578125	1522,249755859375	1861,65625	272,5831298828125	2850,2021484375	2478,37939453125	2308,842041015625	2684,8212890625	2419,66162109375
O00487	PSMD14	Homo sapiens	26S proteasome non-ATPase regulatory subunit 14	PSDE_HUMAN	3	3	3	False	7153,2763671875	7463,5185546875	4497,50341796875	5304,3359375	3411,078369140625	6710,74755859375	5909,40673828125	3990,383056640625	4454,947265625	2376,61865234375	6151,35009765625	7695,09521484375	1792,0595703125	214,95664978027344	2892,5537109375	411,63812255859375	32,39263153076172	1177,33740234375	1444,7899169921875	128,87017822265625	359,3420104980469	2497,8564453125	2972,756591796875	885,63671875
O00499-2;O00499-6	BIN1	Homo sapiens	Isoform IIB of Myc box-dependent-interacting protein 1;Isoform II2 of Myc box-dependent-interacting protein 1	BIN1_HUMAN	12	12	13	False	4949,93115234375	5533,06201171875	8439,3271484375	5699,07666015625	4289,7060546875	7450,52978515625	5896,65234375	7671,18359375	7359,59619140625	7556,52001953125	6984,65234375	9571,1591796875	4848,689453125	4886,1630859375	5979,94384765625	5888,6962890625	5100,9482421875	4667,00537109375	5030,51416015625	5675,93310546875	5051,94873046875	6616,25341796875	5747,11328125	5625,4462890625
O00505	KPNA3	Homo sapiens	Importin subunit alpha-4	IMA4_HUMAN	6	6	6	False	31569,96484375	28781,673828125	30625,671875	28382,83984375	26232,287109375	23876,19921875	27937,625	25520,609375	18032,771484375	22197,240234375	19858,3359375	15275,85546875	8250,95703125	5041,806640625	2308,94287109375	4067,004638671875	2589,58154296875	3256,762939453125	4615,34375	2624,232177734375	4803,4677734375	3530,302490234375	3962,654052734375	582,6383666992188
O00560;O00560-2;O00560-3	SDCBP	Homo sapiens	Syntenin-1;Isoform 2 of Syntenin-1;Isoform 3 of Syntenin-1	SDCB1_HUMAN	6	6	7	False	24993,134765625	26891,63671875	27349,443359375	16717,37890625	47563,89453125	26367,76953125	17257,90625	20930,474609375	27174,310546875	22631,771484375	22525,578125	30608,703125	4744,10107421875	7360,18798828125	4580,71142578125	4980,52490234375	9797,3486328125	7279,65087890625	4050,560546875	5123,58984375	8419,56640625	5323,095703125	7183,283203125	2806,49658203125
O00567	NOP56	Homo sapiens	Nucleolar protein 56	NOP56_HUMAN	3	3	3	False	15311,056640625	6248,05615234375	17534,775390625	7989,70556640625	NaN	2825,369140625	11238,0654296875	5499,49267578125	3974,259033203125	5350,6298828125	NaN	NaN	1581,895263671875	457,10589599609375	2752,257568359375	503,0303649902344	NaN	NaN	1046,0621337890625	0,7717169523239136	583,019775390625	114,3570556640625	NaN	NaN
O00571	DDX3X	Homo sapiens	ATP-dependent RNA helicase DDX3X	DDX3X_HUMAN	8	8	8	True	24623,80859375	26084,46484375	29722,7109375	22852,18359375	21029,0859375	10120,296875	12832,7646484375	8299,115234375	8833,607421875	7497,4345703125	6574,88037109375	23864,05859375	15895,09765625	11207,5322265625	13645,2392578125	9401,9794921875	7625,50732421875	6257,90771484375	5973,7626953125	4079,53076171875	5687,21923828125	3675,921630859375	4437,26904296875	6230,56640625
O00584	RNASET2	Homo sapiens	Ribonuclease T2	RNT2_HUMAN	13	13	14	False	105328,453125	117977,265625	79208,953125	100142,671875	130845,75	107950,328125	145682,59375	93028,765625	139170,03125	148731,59375	142737,65625	141183,34375	33204,91015625	37877,6015625	33323,0390625	36727,62890625	41660,62109375	36120,30859375	49860,54296875	38467,7421875	46842,61328125	50804,07421875	48033,62109375	44448,96484375
O00592;O00592-2	PODXL	Homo sapiens	Podocalyxin;Isoform 2 of Podocalyxin	PODXL_HUMAN	1	1	1	False	1715,4862060546875	2488,390869140625	3380,575439453125	1247,0672607421875	5678,65185546875	12268,509765625	4222,2412109375	9223,466796875	1540,787353515625	5813,427734375	6977,5810546875	8281,6357421875	2612,800537109375	2629,442138671875	3468,73486328125	3450,9853515625	4699,6943359375	3681,72216796875	2653,80224609375	4751,0380859375	1874,996337890625	3973,2255859375	3520,340087890625	4415,58935546875
O00622	CCN1	Homo sapiens	CCN family member 1	CCN1_HUMAN	20	23	26	True	771212,75	889871,0625	1281473,5	808884,875	803447,375	718338,8125	502057,625	726957,8125	788330,125	451221,3125	320188,8125	591041,4375	260844,421875	233670,53125	412950,90625	283724,34375	196620,03125	222583,046875	165268,9375	225095,15625	186395,671875	139203,5625	80699,515625	153036,53125
O00625	PIR	Homo sapiens	Pirin	PIR_HUMAN	4	5	5	False	21175,85546875	15811,185546875	9532,3037109375	19147,3984375	12425,8193359375	19288,05078125	18452,830078125	8625,4140625	13305,6162109375	21241,791015625	13550,12109375	12213,251953125	8007,537109375	5315,78857421875	3894,80615234375	7083,001953125	4437,73779296875	6031,40380859375	6578,3779296875	3160,177978515625	4943,42041015625	7955,00634765625	5383,234375	4689,12255859375
O00629	KPNA4	Homo sapiens	Importin subunit alpha-3	IMA3_HUMAN	2	2	2	False	NaN	8808,826171875	5929,70361328125	5588,56591796875	6908,36083984375	7223,10107421875	4950,587890625	20104,181640625	NaN	4203,6005859375	4842,31298828125	462,7696533203125	2565,23779296875	3781,05419921875	3217,262451171875	2371,441650390625	2198,69482421875	3196,998291015625	2789,22314453125	7046,736328125	3396,104248046875	1679,7188720703125	2285,700927734375	2897,16552734375
O00743;O00743-2;O00743-3	PPP6C	Homo sapiens	Serine/threonine-protein phosphatase 6 catalytic subunit;Isoform 2 of Serine/threonine-protein phosphatase 6 catalytic subunit;Isoform 3 of Serine/threonine-protein phosphatase 6 catalytic subunit	PPP6_HUMAN	2	2	2	False	2258,869384765625	6112,1435546875	3699,501220703125	1422,68994140625	NaN	NaN	NaN	NaN	12648,4384765625	1537,7108154296875	784,4702758789062	1435,4830322265625	601,9905395507812	380,14569091796875	NaN	468,86199951171875	599,7569580078125	NaN	NaN	NaN	449,0423278808594	609,4989013671875	707,973876953125	0,5838644504547119
O00754;O00754-2	MAN2B1	Homo sapiens	Lysosomal alpha-mannosidase;Isoform 2 of Lysosomal alpha-mannosidase	MA2B1_HUMAN	4	4	4	True	4796,8046875	8749,70703125	6945,125	5957,72265625	6425,69384765625	2630,031982421875	2743,6943359375	5686,0458984375	3665,59619140625	2528,47265625	2382,004638671875	2411,297119140625	2114,3095703125	3348,815673828125	2147,369384765625	2436,9970703125	1733,7669677734375	1261,2451171875	1777,9798583984375	1561,722900390625	1755,403564453125	643,6742553710938	805,801025390625	1406,5118408203125
O00764;O00764-3	PDXK	Homo sapiens	Pyridoxal kinase;Isoform 3 of Pyridoxal kinase	PDXK_HUMAN	3	3	3	False	9285,69921875	8992,5107421875	5001,8603515625	13064,7109375	7961,49462890625	11159,7802734375	7101,140625	8138,88916015625	8915,7568359375	12363,5888671875	10132,283203125	13688,2490234375	1015,2747192382812	424,66455078125	506,302734375	2651,87646484375	183,5497589111328	914,0043334960938	760,7205810546875	7425,4755859375	478,9132995605469	2018,3277587890625	1308,451416015625	20,215728759765625
O14492;O14492-2	SH2B2	Homo sapiens	SH2B adapter protein 2;Isoform 2 of SH2B adapter protein 2	SH2B2_HUMAN	1	1	1	False	NaN	23548,166015625	NaN	NaN	NaN	NaN	NaN	26524,994140625	15418,4384765625	NaN	NaN	557,7583618164062	NaN	468,5404357910156	NaN	NaN	NaN	NaN	NaN	678,0843505859375	131,90313720703125	NaN	NaN	NaN
O14498	ISLR	Homo sapiens	Immunoglobulin superfamily containing leucine-rich repeat protein	ISLR_HUMAN	2	2	2	False	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	2,0987837314605713	NaN	NaN	1980,701904296875	10379,3984375	4702,35595703125	4841,0732421875	NaN	NaN	9944,732421875	22808,548828125	11319,904296875	8595,87109375	8365,2470703125	16763,310546875
O14530;O14530-2	TXNDC9	Homo sapiens	Thioredoxin domain-containing protein 9;Isoform 2 of Thioredoxin domain-containing protein 9	TXND9_HUMAN	2	2	2	True	6215,4375	1759,872802734375	1623,5340576171875	5086,5283203125	12259,009765625	13248,3427734375	3599,6962890625	213,69676208496094	2181,727294921875	4029,03125	4737,69970703125	5394,419921875	885,7582397460938	1735,7667236328125	730,05029296875	1967,1766357421875	3489,574462890625	1538,05712890625	1374,2091064453125	816,8526611328125	1194,144287109375	2026,967529296875	3244,612060546875	1316,893798828125
O14545	TRAFD1	Homo sapiens	TRAF-type zinc finger domain-containing protein 1	TRAD1_HUMAN	5	5	5	False	17588,306640625	14453,9990234375	9955,189453125	6035,85205078125	3929,568603515625	7269,517578125	5799,4189453125	14739,1591796875	10926,177734375	9598,1611328125	5184,5009765625	7683,50390625	525,3505859375	343,1916809082031	1714,5321044921875	1280,3297119140625	630,0492553710938	1272,9111328125	468,1330871582031	634,84375	458,7934265136719	1016,47314453125	570,424072265625	536,9403076171875
O14558	HSPB6	Homo sapiens	Heat shock protein beta-6	HSPB6_HUMAN	6	6	7	False	25392,3515625	28321,8359375	63750,94140625	17159,33984375	22697,005859375	30116,9609375	22684,703125	29974,677734375	18566,166015625	22057,08984375	29268,6953125	32907,5859375	7602,78173828125	3576,82861328125	13124,6748046875	4485,29541015625	3526,9873046875	5206,708984375	4349,98681640625	6957,77880859375	2705,96630859375	1894,5960693359375	5256,8017578125	1300,2642822265625
O14562	UBFD1	Homo sapiens	Ubiquitin domain-containing protein UBFD1	UBFD1_HUMAN	1	1	1	True	11967,3857421875	4191,9765625	4371,61767578125	19432,91015625	14604,822265625	12774,2470703125	10812,3779296875	7490,2001953125	9490,8623046875	23188,681640625	19048,66015625	13493,4365234375	6025,08349609375	4502,771484375	2903,618896484375	5830,11572265625	5281,359375	6588,12744140625	5436,34619140625	5546,07080078125	4396,763671875	8254,591796875	7514,12060546875	7261,619140625
O14579	COPE	Homo sapiens	Coatomer subunit epsilon	COPE_HUMAN	8	8	9	False	6246,16064453125	6965,96630859375	4905,0478515625	5798,60595703125	6650,64453125	7664,6494140625	5484,33837890625	4771,12158203125	6471,41845703125	8655,365234375	3979,5908203125	6969,1650390625	2854,857177734375	2431,309814453125	1570,6072998046875	3164,221435546875	2619,5400390625	2706,06591796875	2590,42919921875	651,8441162109375	2932,092529296875	3895,328369140625	2665,008544921875	1234,96044921875
O14618	CCS	Homo sapiens	Copper chaperone for superoxide dismutase	CCS_HUMAN	4	4	4	False	18349,681640625	16917,103515625	11651,4814453125	20668,57421875	10367,044921875	13912,46875	17591,076171875	15861,5986328125	11283,1826171875	16466,4765625	11430,8359375	15023,3984375	7246,36083984375	4180,69384765625	5659,78662109375	6736,9326171875	5163,244140625	6312,88671875	7026,27734375	4733,55322265625	4668,12548828125	7983,76025390625	5583,57177734375	4789,2744140625
O14626	GPR171	Homo sapiens	Probable G-protein coupled receptor 171	GP171_HUMAN	1	1	1	False	48591,25	28240,751953125	16663,4609375	43251,79296875	28910,28515625	30116,08203125	47060,70703125	10128,4970703125	28100,1796875	48068,10546875	52835,91015625	30055,361328125	813,1554565429688	759,3500366210938	560,7154541015625	550,4120483398438	530,51220703125	745,9386596679688	569,1558227539062	674,6808471679688	556,1729125976562	1672,3033447265625	2219,0654296875	245,609619140625
O14641	DVL2	Homo sapiens	Segment polarity protein dishevelled homolog DVL-2	DVL2_HUMAN	1	1	1	True	NaN	12305,7880859375	2733,759765625	14561,4638671875	18514,580078125	NaN	4957,892578125	NaN	5258,3486328125	5086,27490234375	1715,922607421875	NaN	NaN	765,3995361328125	1208,2332763671875	1103,8052978515625	1302,1351318359375	NaN	1212,9732666015625	NaN	1743,7247314453125	518,401123046875	802,6499633789062	NaN
O14653;O14653-2;O14653-3	GOSR2	Homo sapiens	Golgi SNAP receptor complex member 2;Isoform B of Golgi SNAP receptor complex member 2;Isoform 3 of Golgi SNAP receptor complex member 2	GOSR2_HUMAN	1	1	1	False	NaN	NaN	22390,732421875	5617,08154296875	NaN	74,06974029541016	NaN	1,102301836013794	NaN	8977,1005859375	8086,71826171875	NaN	NaN	NaN	228,7109832763672	259,41656494140625	NaN	NaN	NaN	1,6534526348114014	NaN	155,0132293701172	369,8471374511719	241,05970764160156
O14657	TOR1B	Homo sapiens	Torsin-1B	TOR1B_HUMAN	3	3	3	False	22786,595703125	25697,837890625	25386,5703125	14280,0322265625	15937,19140625	37073,98046875	21108,9609375	31016,244140625	17625,82421875	26084,548828125	28077,66796875	24071,255859375	4006,66015625	4188,84375	2525,985595703125	2274,383056640625	3266,943359375	4013,783935546875	3394,689697265625	5907,40087890625	2811,189453125	2961,31787109375	2959,763671875	3282,024169921875
O14672	ADAM10	Homo sapiens	Disintegrin and metalloproteinase domain-containing protein 10	ADA10_HUMAN	23	24	28	False	1474853,625	2088163,375	2106535,5	2093321,5	2656137,5	1967371,875	1517664,5	1891228,25	1857041,375	1638561,875	1768595,5	1616884,5	508748,15625	756986,75	809175	654007,1875	898267,375	808989,1875	598148,6875	730593,3125	657127,5	565187,375	629971,5	702159,9375
O14737	PDCD5	Homo sapiens	Programmed cell death protein 5	PDCD5_HUMAN	10	11	13	False	181529,96875	142711,296875	199663,03125	210192,015625	163279,0625	170754,765625	155162,328125	145790,25	150539,859375	208605,171875	173961,0625	154117,21875	32634,580078125	25330,998046875	36277,10546875	36913,921875	28019,7109375	29914,50390625	29296,779296875	28811,82421875	27022,5078125	33317,140625	25689,861328125	27722,19921875
O14744;O14744-2;O14744-3;O14744-4;O14744-5	PRMT5	Homo sapiens	Protein arginine N-methyltransferase 5;Isoform 2 of Protein arginine N-methyltransferase 5;Isoform 3 of Protein arginine N-methyltransferase 5;Isoform 4 of Protein arginine N-methyltransferase 5;Isoform 5 of Protein arginine N-methyltransferase 5	ANM5_HUMAN	1	1	1	False	NaN	NaN	2630,9638671875	3071,822021484375	NaN	2416,716064453125	4396,96630859375	1373,450439453125	NaN	1228,2564697265625	NaN	NaN	1468,6849365234375	1311,553955078125	823,701904296875	982,1019897460938	444,2021789550781	1721,3721923828125	596,6450805664062	548,955322265625	851,537109375	1279,234619140625	407,2948913574219	NaN
O14745	SLC9A3R1	Homo sapiens	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	NHRF1_HUMAN	7	7	7	False	38141,56640625	32318,57421875	48462,14453125	47809,0078125	48512,0078125	53747,83984375	36680,96484375	57165,16015625	33937,05078125	47938,89453125	41036,1171875	48746,9453125	16755,970703125	16250,5419921875	21654,390625	21337,98828125	18456,1640625	21411,984375	17206,74609375	29803,509765625	16948,9921875	21394,978515625	21649,23046875	20327,1875
O14763;O14763-2	TNFRSF10B	Homo sapiens	Tumor necrosis factor receptor superfamily member 10B;Isoform Short of Tumor necrosis factor receptor superfamily member 10B	TR10B_HUMAN	2	2	2	True	30794,267578125	13557,5732421875	17759,8828125	34056,0625	32608,98828125	21218,525390625	30651,09375	5489,55322265625	17638,4453125	9454,5546875	17924,158203125	15334,7890625	4363,48291015625	3755,022705078125	4341,177734375	5941,85498046875	7125,13037109375	1336,8858642578125	3461,07470703125	4997,1826171875	2016,3211669921875	2433,25732421875	2745,97705078125	1418,7169189453125
O14773	TPP1	Homo sapiens	Tripeptidyl-peptidase 1	TPP1_HUMAN	6	6	9	False	110617,703125	283206,375	20793,923828125	98836,734375	306629,375	126365,15625	64481,16015625	44394,296875	228349,640625	80806,9453125	122570,015625	77823,5546875	59214,453125	136551,1875	16330,86328125	59478,76953125	150118,203125	62262,26171875	38715,80078125	23126,494140625	131292,171875	68500,734375	84513,7265625	44520,453125
O14776;O14776-2	TCERG1	Homo sapiens	Transcription elongation regulator 1;Isoform 2 of Transcription elongation regulator 1	TCRG1_HUMAN	7	7	7	False	7915,3330078125	6190,48193359375	8809,6650390625	6670,24609375	3101,766357421875	6111,03662109375	4110,76318359375	5944,58203125	4687,95849609375	1888,1358642578125	2656,99462890625	3962,163330078125	3160,436767578125	2476,521484375	6590,72119140625	2179,552001953125	2636,345703125	5082,55810546875	3818,57373046875	3445,464599609375	3626,45263671875	3993,36669921875	2509,855224609375	2565,941650390625
