PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.MS1Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.MS1Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.MS1Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.MS1Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.MS1Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.MS1Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.MS1Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.MS1Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.MS1Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.MS1Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.MS1Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.MS1Quantity	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.MS2Quantity
A6NFQ2;A6NFQ2-2	TCAF2	Homo sapiens	TRPM8 channel-associated factor 2;Isoform 2 of TRPM8 channel-associated factor 2	TCAF2_HUMAN	6	6	6	False	98053,765625	78237,625	67843,015625	170806,109375	21629,42578125	45861,19140625	108278,3359375	97570,6328125	34528,046875	64611,90625	67102,8125	46197,62890625	9276,408203125	9423,775390625	10685,3310546875	17464,306640625	10693,326171875	13556,09765625	24667,775390625	8826,951171875	8891,7275390625	7529,63134765625	9098,201171875	11571,701171875
A6NGB0;P0C7N4	TMEM191C;TMEM191B	Homo sapiens	Transmembrane protein 191C;Transmembrane protein 191B	T191C_HUMAN;T191B_HUMAN	1	1	1	False	471077,53125	606682,25	563773,25	484531,5625	569734,5	535464,875	NaN	489192,21875	NaN	592600,3125	484183,90625	526170,6875	5769,50341796875	7084,99951171875	6017,32080078125	5733,29248046875	8521,9931640625	6237,41943359375	NaN	5372,99951171875	NaN	6274,81884765625	5199,587890625	4613,43310546875
A6NHR9	SMCHD1	Homo sapiens	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	SMHD1_HUMAN	35	35	36	False	70067,203125	76322,78125	76403,1171875	76797,953125	83637,3046875	85270,8359375	81764,484375	84858,2578125	72799,09375	71843,296875	65110,7109375	67363,765625	31669,396484375	36657,0390625	30815,779296875	31196,201171875	35817,97265625	36904,89453125	31712,087890625	29700,931640625	33166,25390625	32481,998046875	31686,208984375	26533,736328125
A6NHR9-3	SMCHD1	Homo sapiens	Isoform 3 of Structural maintenance of chromosomes flexible hinge domain-containing protein 1	SMHD1_HUMAN	1	1	1	False	NaN	NaN	41833,77734375	29951,90234375	29790,662109375	NaN	107393,6328125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4404,4921875	7684,05126953125	4102,90283203125	NaN	7671,8623046875	NaN	NaN	NaN	NaN	NaN
A6NHX0	CASTOR2	Homo sapiens	Cytosolic arginine sensor for mTORC1 subunit 2	CAST2_HUMAN	1	1	1	False	4472,24072265625	36660,953125	NaN	NaN	28952,6953125	NaN	NaN	NaN	26396,94921875	5684,92333984375	24337,962890625	3985,736572265625	11697,0556640625	46506,58203125	NaN	NaN	39697,16015625	8661,7822265625	NaN	NaN	32671,412109375	12582,11328125	29232,435546875	11369,5234375
A6NI28	ARHGAP42	Homo sapiens	Rho GTPase-activating protein 42	RHG42_HUMAN	2	2	2	False	16609,806640625	12115,1669921875	26178,287109375	14505,33203125	24337,240234375	8569,7734375	16201,37109375	15308,236328125	NaN	14227,8701171875	8267,958984375	10724,03515625	5736,3095703125	3533,00341796875	3126,42578125	6644,3701171875	4408,0986328125	5570,38525390625	4779,8505859375	3188,201416015625	NaN	3345,880859375	3203,250244140625	3288,2138671875
A6NI79	CCDC69	Homo sapiens	Coiled-coil domain-containing protein 69	CCD69_HUMAN	1	1	1	False	NaN	NaN	9174,833984375	10234,8798828125	NaN	NaN	NaN	10697,2451171875	NaN	NaN	NaN	12475,9541015625	1634,2877197265625	NaN	2240,65771484375	1993,744873046875	NaN	NaN	NaN	2002,6602783203125	NaN	NaN	NaN	1632,0068359375
A6NIE6;Q9NYV6;Q9NYV6-2	RRN3P2;RRN3;RRN3	Homo sapiens	Putative RRN3-like protein RRN3P2;RNA polymerase I-specific transcription initiation factor RRN3;Isoform 2 of RNA polymerase I-specific transcription initiation factor RRN3	RN3P2_HUMAN;RRN3_HUMAN;RRN3_HUMAN	1	1	1	False	NaN	NaN	26295,900390625	NaN	NaN	13481,8330078125	NaN	NaN	NaN	19958,662109375	12798,7841796875	NaN	NaN	6226,65576171875	5926,2939453125	NaN	NaN	5728,2529296875	NaN	NaN	NaN	5506,42529296875	6363,18798828125	NaN
A6NIH7	UNC119B	Homo sapiens	Protein unc-119 homolog B	U119B_HUMAN	3	3	3	False	109878,1875	159384,21875	113672,7578125	158247,046875	115022,109375	72950,5625	136387,78125	88306,53125	104190	94250,9609375	58815,29296875	65321,99609375	11764,8056640625	16489,97265625	13638,02734375	9792,31640625	15523,3720703125	14190,126953125	12284,89453125	9561,3837890625	12307,1318359375	13805,7646484375	12894,2001953125	6518,36572265625
A6NJ78;A6NJ78-2	METTL15	Homo sapiens	12S rRNA N4-methylcytidine (m4C) methyltransferase;Isoform 2 of 12S rRNA N4-methylcytidine (m4C) methyltransferase	MET15_HUMAN	2	2	2	False	NaN	6553,75439453125	9268,662109375	NaN	NaN	7688,10205078125	24832,38671875	17934,564453125	12735,888671875	NaN	13496,7353515625	8233,9208984375	2782,516357421875	3147,36669921875	4323,375	1835,2337646484375	NaN	1488,2554931640625	3104,8583984375	2384,4140625	1603,5445556640625	NaN	2149,755859375	714,82666015625
A6NP11	ZNF716	Homo sapiens	Zinc finger protein 716	ZN716_HUMAN	1	1	1	True	141274,65625	141013,078125	82931,6484375	103990,03125	273385,625	121310,9453125	60354,33203125	163972,1875	210582,15625	211971,171875	171434,3125	NaN	1496,6240234375	2209,0615234375	749,9148559570312	1457,7579345703125	2796,556884765625	2960,568359375	2314,805908203125	1287,6221923828125	3453,33740234375	2502,700927734375	2713,010009765625	NaN
A6ZKI3	RTL8C	Homo sapiens	Retrotransposon Gag-like protein 8C	RTL8C_HUMAN	5	5	5	False	82043,234375	129688,09375	80671,9453125	68560,5859375	57996,3984375	89367,96875	126508,0546875	145207,015625	88620,65625	43679,453125	74349,203125	64879,7890625	15757,302734375	39076,5390625	51799,82421875	17674,626953125	58141,4375	25718,306640625	17714,462890625	9291,15234375	23752,80078125	21607,810546875	23546,568359375	21179,05078125
A7E2V4;A7E2V4-3;A7E2V4-4;A7E2V4-5	ZSWIM8	Homo sapiens	Zinc finger SWIM domain-containing protein 8;Isoform 3 of Zinc finger SWIM domain-containing protein 8;Isoform 4 of Zinc finger SWIM domain-containing protein 8;Isoform 5 of Zinc finger SWIM domain-containing protein 8	ZSWM8_HUMAN	12	12	12	False	94024,46875	41262,3125	65853,5546875	65030,71875	63890,87109375	81082,125	121604,4453125	96438,7109375	54762,93359375	39866,69140625	45043,08203125	58228,91015625	14345,9091796875	11395,37109375	9993,9912109375	11471,1669921875	9793,0009765625	7274,99951171875	17273,921875	11629,03125	6805,76220703125	8419,8828125	11860,169921875	10469,646484375
A7KAX9;A7KAX9-2;A7KAX9-3;O14559;O14559-10;O14559-11;Q7Z6I6;Q7Z6I6-2;Q7Z6I6-3;Q7Z6I6-4	ARHGAP32;ARHGAP32;ARHGAP32;ARHGAP33;ARHGAP33;ARHGAP33;ARHGAP30;ARHGAP30;ARHGAP30;ARHGAP30	Homo sapiens	Rho GTPase-activating protein 32;Isoform 2 of Rho GTPase-activating protein 32;Isoform 3 of Rho GTPase-activating protein 32;Rho GTPase-activating protein 33;Isoform 2 of Rho GTPase-activating protein 33;Isoform 3 of Rho GTPase-activating protein 33;Rho GTPase-activating protein 30;Isoform 2 of Rho GTPase-activating protein 30;Isoform 3 of Rho GTPase-activating protein 30;Isoform 4 of Rho GTPase-activating protein 30	RHG32_HUMAN;RHG32_HUMAN;RHG32_HUMAN;RHG33_HUMAN;RHG33_HUMAN;RHG33_HUMAN;RHG30_HUMAN;RHG30_HUMAN;RHG30_HUMAN;RHG30_HUMAN	1	1	1	False	NaN	NaN	NaN	15006,3134765625	32589,005859375	15920,7880859375	10088,7626953125	9655,9111328125	11738,0400390625	21283,693359375	34141,8125	12239,587890625	NaN	2576,858154296875	5936,57421875	10920,38671875	6227,638671875	13229,8427734375	19362,1640625	15212,9521484375	13069,6689453125	17058,53125	19705,630859375	16080,2802734375
A7MBM2	DISP2	Homo sapiens	Protein dispatched homolog 2	DISP2_HUMAN	1	1	1	False	477270,34375	219773,109375	288763,5625	NaN	394584,84375	177785,140625	421385,5625	476563,03125	NaN	319939,5625	243010,734375	387208,40625	8852,11328125	9112,478515625	9734,048828125	NaN	10090,970703125	7478,3818359375	8111,0517578125	6049,79052734375	NaN	10576,5947265625	9268,21484375	11392,3798828125
A8MSI8	LYRM9	Homo sapiens	LYR motif-containing protein 9	LYRM9_HUMAN	1	1	1	False	NaN	27044,845703125	21638,525390625	6626,951171875	26701,322265625	6317,89306640625	5604,45556640625	6817,392578125	21954,115234375	16813,7265625	25253,080078125	13785,8896484375	NaN	6096,88330078125	3921,71435546875	4676,5615234375	5614,06201171875	3705,971435546875	4717,07421875	3563,9453125	4833,73779296875	5377,29833984375	5860,45068359375	4698,12744140625
A8MTT3	CEBPZOS	Homo sapiens	Protein CEBPZOS	CEBOS_HUMAN	1	1	1	False	92387,59375	NaN	55577,296875	76290,6953125	102830,3671875	120565,3671875	94565,796875	69211,7578125	NaN	112764,1953125	85012,0546875	105437,7265625	42573,79296875	NaN	19226,869140625	42198,875	34369,15625	42696,83203125	54286,67578125	37121,2265625	NaN	26990,48828125	26442,373046875	34920,1875
A8MTZ0;A8MTZ0-2;A8MTZ0-3	BBIP1	Homo sapiens	BBSome-interacting protein 1;Isoform 2 of BBSome-interacting protein 1;Isoform 3 of BBSome-interacting protein 1	BBIP1_HUMAN	1	1	1	True	0,9920750260353088	1	NaN	NaN	0,9297299385070801	NaN	1,1483304500579834	1,4813207387924194	1,720985770225525	NaN	NaN	NaN	1249,06591796875	3933,778076171875	2473,318603515625	1664,76318359375	2566,3515625	1621,7137451171875	2446,0986328125	2184,82373046875	2620,876708984375	1201,6209716796875	1554,9290771484375	1305,5438232421875
A8MUP6	GSG1L2	Homo sapiens	Germ cell-specific gene 1-like protein 2	GS1L2_HUMAN	1	1	1	False	NaN	177615,625	147101,328125	NaN	NaN	188004,359375	NaN	NaN	114045,5234375	171289,734375	130194,53125	146641,1875	NaN	0,9900754690170288	1180,222900390625	NaN	NaN	NaN	NaN	NaN	1235,943603515625	2049,4169921875	NaN	2131,058349609375
A8MV65;A8MV65-2	VGLL3	Homo sapiens	Transcription cofactor vestigial-like protein 3;Isoform 2 of Transcription cofactor vestigial-like protein 3	VGLL3_HUMAN	2	2	2	True	21115,9140625	31735,59765625	20629,23828125	10679,4140625	8106,08740234375	15404,419921875	NaN	22597,62109375	7072,00537109375	13791,7744140625	19138,359375	20173,908203125	8020,5771484375	11364,6923828125	8731,62890625	7627,03955078125	7829,21240234375	7654,3154296875	2086,756591796875	4838,14208984375	5603,3935546875	4890,419921875	5164,13623046875	4044,47705078125
A8MVX0;A8MVX0-2	ARHGEF33	Homo sapiens	Rho guanine nucleotide exchange factor 33;Isoform 2 of Rho guanine nucleotide exchange factor 33	ARG33_HUMAN	1	1	1	False	NaN	NaN	NaN	34843,96875	47455,625	NaN	NaN	NaN	47027,859375	61578,1953125	71239,8984375	NaN	NaN	NaN	NaN	4683,23583984375	5446,06005859375	NaN	NaN	NaN	9568,3857421875	9721,001953125	5677,48583984375	NaN
A8MWD9;P62308	SNRPGP15;SNRPG	Homo sapiens	Putative small nuclear ribonucleoprotein G-like protein 15;Small nuclear ribonucleoprotein G	RUXGL_HUMAN;RUXG_HUMAN	2	2	2	False	369969,6875	569845,4375	453668,28125	318328,375	385776,15625	408658,34375	257428,171875	375225,46875	509112,6875	223404,421875	303395,78125	270209,0625	73821,265625	134580,671875	124968,6171875	78104,0703125	85173,78125	92257,609375	67832,1171875	116454,0546875	82207,9921875	102846,53125	68014,1875	69993,78125
A8MXV4	NUDT19	Homo sapiens	Nucleoside diphosphate-linked moiety X motif 19	NUD19_HUMAN	11	11	11	False	131860,65625	179205,21875	119263,90625	92381,8125	191032,234375	103558,828125	97941,1015625	118841,875	187948,28125	63523,73828125	222494,171875	174136,78125	12899,0673828125	24119,37109375	16233,90234375	13457,017578125	20745,634765625	16710,486328125	11159,287109375	15450,0302734375	24208,919921875	16469,48828125	22930,431640625	21315,70703125
A9UHW6	MIF4GD	Homo sapiens	MIF4G domain-containing protein	MI4GD_HUMAN	6	6	6	False	218705,640625	191225,03125	144136,765625	115854,3203125	131243,28125	169262,015625	159751,578125	125155,859375	161741,28125	68532,171875	134678,828125	116434,6328125	13568,509765625	22236,369140625	15722,53125	16647,3515625	21271,037109375	20487,7109375	19545,189453125	16639,564453125	20276,1484375	12163,7109375	13953,73046875	19774,353515625
B0YJ81	HACD1	Homo sapiens	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1	HACD1_HUMAN	1	1	1	True	6780,0556640625	NaN	4914,27783203125	31453,015625	3826,07421875	NaN	30251,8125	22921,740234375	NaN	19273,525390625	2880,634765625	22912,380859375	4258,56396484375	375,731201171875	4032,56884765625	7593,232421875	696,6014404296875	NaN	5546,173828125	8264,697265625	NaN	3918,866943359375	4435,7490234375	9361,142578125
B1AJZ9;B1AJZ9-3;B1AJZ9-4	FHAD1	Homo sapiens	Forkhead-associated domain-containing protein 1;Isoform 3 of Forkhead-associated domain-containing protein 1;Isoform 4 of Forkhead-associated domain-containing protein 1	FHAD1_HUMAN	1	1	1	False	1317774,375	NaN	348230,84375	1370401	18613,546875	1204354	1670354,625	1239463,5	27393,3671875	448107,40625	8665,1572265625	415186,53125	151046,90625	NaN	36854,47265625	144978,375	2875,518798828125	134418,765625	199557,578125	146912,921875	8212,6787109375	64902,70703125	2591,63330078125	55334,86328125
B2RPK0	HMGB1P1	Homo sapiens	Putative high mobility group protein B1-like 1	HGB1A_HUMAN	12	14	17	False	1282909,875	1200908,375	2123950	1338231,375	1471307,875	1080975,625	1150897,625	1194345,125	152062,265625	1001042,0625	1604212,25	1086063,625	118112,796875	125686,609375	172554,609375	123979,8515625	154423,40625	103213,484375	112534,65625	122633,078125	20408,53515625	88079,765625	169566,078125	128843,0078125
B2RTY4;B2RTY4-2;B2RTY4-4	MYO9A	Homo sapiens	Unconventional myosin-IXa;Isoform 2 of Unconventional myosin-IXa;Isoform 4 of Unconventional myosin-IXa	MYO9A_HUMAN	3	3	3	False	390854,9375	26114,388671875	194343,90625	NaN	304067,875	NaN	NaN	NaN	280745,15625	NaN	109858,8671875	82655,5703125	3354,18017578125	3947,06298828125	5565,91357421875	NaN	3107,2177734375	NaN	NaN	NaN	1129,8687744140625	NaN	2759,98095703125	6328,3203125
B2RXF5	ZBTB42	Homo sapiens	Zinc finger and BTB domain-containing protein 42	ZBT42_HUMAN	1	1	1	False	NaN	56505,7734375	NaN	118374,0625	NaN	232468,375	NaN	NaN	NaN	NaN	150353,78125	NaN	NaN	1	NaN	744,772216796875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
B3KS81	SRRM5	Homo sapiens	Serine/arginine repetitive matrix protein 5	SRRM5_HUMAN	1	1	1	False	285901,96875	NaN	119523,1015625	NaN	NaN	NaN	475909,875	183323,40625	NaN	NaN	11109,6259765625	59149,6484375	3563,798583984375	NaN	1308,5648193359375	NaN	NaN	NaN	6336,9853515625	2478,1220703125	NaN	NaN	NaN	671,6392211914062
B7ZAQ6;B7ZAQ6-2;B7ZAQ6-3;P0CG08	GPR89A;GPR89A;GPR89A;GPR89B	Homo sapiens	Golgi pH regulator A;Isoform 2 of Golgi pH regulator A;Isoform 3 of Golgi pH regulator A;Golgi pH regulator B	GPHRA_HUMAN;GPHRA_HUMAN;GPHRA_HUMAN;GPHRB_HUMAN	5	5	6	False	788276,25	137895,359375	553115,6875	889535,6875	213617,5	161509,859375	473237,75	548652,375	111758,828125	290314	305097,1875	466983,4375	102872,1015625	7638,31298828125	73596,546875	120782,296875	20704,5	25133,62890625	66309,7578125	73479,8984375	10766,705078125	39889,62890625	40751,1796875	71456,390625
B7ZBB8	PPP1R3G	Homo sapiens	Protein phosphatase 1 regulatory subunit 3G	PP13G_HUMAN	1	1	1	True	NaN	15391,080078125	5789,2421875	8238,5166015625	18638,734375	6941,6494140625	21185,71484375	15869,9755859375	11028,546875	27245,072265625	23575,76171875	26633,736328125	NaN	3601,200439453125	3062,4970703125	2707,10400390625	2898,612548828125	2540,210693359375	3668,72900390625	4160,27587890625	6635,45458984375	3643,56201171875	4746,14306640625	5232,75146484375
B7ZC32	KIF28P	Homo sapiens	Kinesin-like protein KIF28P	KIF28_HUMAN	1	1	1	False	NaN	NaN	50157,15234375	NaN	NaN	NaN	NaN	138969,125	87222,5	84215,109375	NaN	NaN	NaN	NaN	13100,2138671875	NaN	NaN	7084,24609375	NaN	10629,4560546875	9104,0419921875	10383,1494140625	NaN	NaN
B9A064;P0DOX8	IGLL5;	Homo sapiens	Immunoglobulin lambda-like polypeptide 5;Immunoglobulin lambda-1 light chain	IGLL5_HUMAN;IGL1_HUMAN	1	1	1	False	NaN	NaN	12489,7587890625	NaN	NaN	38827,6640625	NaN	45732,44921875	72818,1953125	NaN	NaN	71646,359375	NaN	NaN	96184,4765625	NaN	NaN	39246,48046875	NaN	70076,078125	30143,751953125	NaN	NaN	62258,56640625
C9J7I0	UMAD1	Homo sapiens	UBAP1-MVB12-associated (UMA)-domain containing protein 1	UMAD1_HUMAN	1	1	1	False	92309,921875	150743,953125	177422,375	124484,5	112202,609375	107523,1015625	201144,15625	137490,265625	238581,359375	94173,359375	120872,5234375	142207,921875	23675,8984375	31577,740234375	26241,59765625	23449,33984375	33464,4921875	30339,94140625	26621,30859375	26930,15625	35021,046875	37087,52734375	28053,9140625	26864,828125
C9JCN9	HSBP1L1	Homo sapiens	Heat shock factor-binding protein 1-like protein 1	HSBPL_HUMAN	1	1	1	True	64220,75390625	105497,2265625	95222,6484375	121939,2734375	131952,171875	136563,4375	84576,15625	NaN	150692,171875	107421,640625	94392,3671875	NaN	2425,30712890625	7550,0205078125	4225,13427734375	10782,6513671875	6181,931640625	12220,62109375	2482,45654296875	NaN	10474,3251953125	8455,1982421875	9957,1572265625	NaN
C9JLW8	MCRIP1	Homo sapiens	Mapk-regulated corepressor-interacting protein 1	MCRI1_HUMAN	3	3	3	False	137094,890625	269669,03125	247068,65625	136177,296875	265436,0625	193259,46875	177892,109375	105722,2890625	227300,625	252957,265625	226711,796875	151642,375	40249,453125	69737,5	61267,1015625	41587,27734375	58349,2734375	57622,609375	38416,93359375	48918,59375	78595,8515625	66616,7421875	55766,390625	49513,6640625
C9JRZ8;C9JRZ8-2;O60218	AKR1B15;AKR1B15;AKR1B10	Homo sapiens	Aldo-keto reductase family 1 member B15;Isoform 2 of Aldo-keto reductase family 1 member B15;Aldo-keto reductase family 1 member B10	AK1BF_HUMAN;AK1BF_HUMAN;AK1BA_HUMAN	1	1	1	True	1817676,125	330824,96875	502385,09375	1334868	308438,6875	1108393,75	2020168	993335,375	208280,546875	678668,8125	208298,90625	301131,8125	170255,15625	25839,62109375	41736,11328125	110007,375	22605,564453125	84975,1640625	160055,6875	82052,3515625	22546,0546875	54198,859375	16577,4765625	25093,943359375
E9PAV3	NACA	Homo sapiens	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	NACAM_HUMAN	6	7	9	True	1052078,75	3355702,5	2417136,25	1989795,25	3314496,75	2202224,25	1143740,375	1608232,5	2116450	2953197	2963176,75	1984913,5	183811,453125	429679,5	332510,34375	264879,9375	412609,03125	359109,90625	168559,71875	253117,21875	245371,953125	443442,96875	437898	341323,0625
E9PRG8	C11orf98	Homo sapiens	Uncharacterized protein C11orf98	CK098_HUMAN	3	3	3	False	54776,890625	38641,06640625	44406,5859375	49687,4609375	73727,0703125	26352,0703125	35397,6796875	45381,84765625	19999,939453125	16239,611328125	57946,18359375	56711,56640625	11398,7626953125	16706,77734375	15246,46484375	18192,810546875	18592,314453125	8171,705078125	13404,81640625	11429,6044921875	12205,8662109375	9428,880859375	18971,703125	17435,75
L0R6Q1	SLC35A4	Homo sapiens	SLC35A4 upstream open reading frame protein	S35U4_HUMAN	3	3	4	False	100646,171875	28796,630859375	62808,06640625	87860,8828125	40037,65625	19619,265625	91966,9140625	86946,953125	26484,61328125	58559,9375	53714,65234375	62561,99609375	19365,58203125	13875,5791015625	20292,173828125	16074,662109375	10923,326171875	11522,9990234375	20919,880859375	25784,615234375	10933,3681640625	17327,375	20159,474609375	19585,24609375
L0R819	ASDURF	Homo sapiens	ASNSD1 upstream open reading frame protein	ASURF_HUMAN	4	4	4	False	205363,0625	195922,53125	164105,09375	164676,5625	167461,734375	174341,875	232154,84375	147735,25	167691,71875	150106,203125	123728,703125	129688,6640625	10825,037109375	15549,5263671875	14727,419921875	13150,2451171875	16873,34375	17134,8125	17548,462890625	11697,513671875	17072,7109375	15519,6064453125	15108,9189453125	14000,4873046875
L0R8F8	MIEF1	Homo sapiens	MIEF1 upstream open reading frame protein	MIDUO_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2022,0009765625	1327,06298828125	1494,5791015625	2417,93310546875	2121,300048828125	NaN	NaN	NaN	2301,016845703125	2085,052734375	1661,1334228515625
O00115;O00115-2	DNASE2	Homo sapiens	Deoxyribonuclease-2-alpha;Isoform 2 of Deoxyribonuclease-2-alpha	DNS2A_HUMAN	4	4	4	False	506471,59375	622153,125	562358,25	378940,875	612654,9375	599919,75	345427,875	485655,4375	912872,5625	299050,8125	518624,40625	620953,0625	55001,50390625	119803,546875	124584,1875	61694,8046875	87674,1328125	108713,2421875	71197,09375	98583,5078125	162357,03125	53914,3046875	73549,921875	129241,5234375
O00116	AGPS	Homo sapiens	Alkyldihydroxyacetonephosphate synthase, peroxisomal	ADAS_HUMAN	21	21	22	False	1302343,5	1244438,625	1015531,1875	827181,9375	987399,375	887987,625	1264326,125	1265666,25	1476461,5	841691,3125	1030757,5	1096966,25	198486,75	207325,734375	184121,375	146322,84375	154478,234375	152319,171875	188351,703125	208283,6875	249761,375	151583,8125	159594,90625	176653,765625
O00124;O00124-3	UBXN8	Homo sapiens	UBX domain-containing protein 8;Isoform 3 of UBX domain-containing protein 8	UBXN8_HUMAN	3	3	3	False	158238,703125	NaN	356673,90625	143952,4375	67195,1015625	159966,234375	258354	137198,921875	NaN	133093,734375	130551,8125	120106,421875	9102,3466796875	NaN	6834,87646484375	7165,5458984375	3886,6796875	9044,86328125	2777,07763671875	2930,564208984375	2361,264404296875	8912,837890625	9657,0947265625	9256,306640625
O00139;O00139-1;O00139-2;O00139-4;O00139-5	KIF2A	Homo sapiens	Kinesin-like protein KIF2A;Isoform 1 of Kinesin-like protein KIF2A;Isoform 2 of Kinesin-like protein KIF2A;Isoform 4 of Kinesin-like protein KIF2A;Isoform 5 of Kinesin-like protein KIF2A	KIF2A_HUMAN	18	18	19	False	127391,265625	152302,59375	175337,390625	134699,78125	144026,3125	127470,71875	135608,09375	126534,8984375	143301,296875	135438,6875	181555,5	168125,453125	47657,375	42115,1953125	48552,3125	40223,01171875	41193,12890625	46283,51953125	47850,7109375	49318,1328125	44603,09765625	46549,44921875	54036,75390625	47679,3046875
O00142;O00142-2;O00142-6	TK2	Homo sapiens	Thymidine kinase 2, mitochondrial;Isoform 2 of Thymidine kinase 2, mitochondrial;Isoform 6 of Thymidine kinase 2, mitochondrial	KITM_HUMAN	8	8	9	False	222368,84375	172882,5625	150664,390625	201643,15625	198082,625	139029,296875	215708,453125	179276,390625	147518,9375	141937,75	167191,34375	180700,25	57061,3359375	40332,45703125	37960,9609375	45945,16796875	41854,7578125	41000,91796875	50880,79296875	47372,984375	37127,0703125	40343,88671875	34465,03125	45565,671875
O00148	DDX39A	Homo sapiens	ATP-dependent RNA helicase DDX39A	DX39A_HUMAN	20	20	24	False	1318620,25	2340599,25	1874782,875	1760292,5	2665230,75	1852618	2297518,75	1940052,875	2407383	1673270,75	2436888	2246122,75	567372,0625	966785,5	790599,3125	647215,25	986494,3125	713429,625	680118,875	679361,5625	940371,0625	661282,1875	872181,9375	772506,9375
O00151	PDLIM1	Homo sapiens	PDZ and LIM domain protein 1	PDLI1_HUMAN	17	19	20	False	2703741,75	3927576	3161293,25	3336774,5	4254961,5	3870468,5	4015287,75	3777099,75	4905267,5	4906215	4549191,5	3708396,25	818450,25	1324227,875	1042262,4375	1029974,75	1329211,5	1218725,875	1289275,625	1160991	1676785,5	1640855,875	1383288,625	1106248,5
O00154;O00154-4;O00154-6;O00154-7	ACOT7	Homo sapiens	Cytosolic acyl coenzyme A thioester hydrolase;Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase;Isoform 6 of Cytosolic acyl coenzyme A thioester hydrolase;Isoform 7 of Cytosolic acyl coenzyme A thioester hydrolase	BACH_HUMAN	13	13	13	True	348983,9375	611006,375	683518	441338,8125	729874,25	607239,5625	804680,75	788853,5625	1157895,375	727175,3125	941481,6875	987926,0625	85386,9296875	152468,78125	151295,015625	99345,71875	172717,15625	152275,53125	162874,4375	177257,765625	274871,53125	182475,484375	212670,890625	208165,421875
