PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS1Quantity	[2] ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS1Quantity	[3] ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS1Quantity	[4] ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS1Quantity	[5] ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS1Quantity	[6] ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS1Quantity	[7] ASC_WT_WCL_Light_1.raw.PG.MS1Quantity	[8] ASC_WT_WCL_Light_2.raw.PG.MS1Quantity	[9] ASC_WT_WCL_Light_3.raw.PG.MS1Quantity	[10] ASC_WT_WCL_WO_1.raw.PG.MS1Quantity	[11] ASC_WT_WCL_WO_2.raw.PG.MS1Quantity	[12] ASC_WT_WCL_WO_3.raw.PG.MS1Quantity	[1] ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS2Quantity	[2] ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS2Quantity	[3] ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS2Quantity	[4] ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS2Quantity	[5] ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS2Quantity	[6] ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS2Quantity	[7] ASC_WT_WCL_Light_1.raw.PG.MS2Quantity	[8] ASC_WT_WCL_Light_2.raw.PG.MS2Quantity	[9] ASC_WT_WCL_Light_3.raw.PG.MS2Quantity	[10] ASC_WT_WCL_WO_1.raw.PG.MS2Quantity	[11] ASC_WT_WCL_WO_2.raw.PG.MS2Quantity	[12] ASC_WT_WCL_WO_3.raw.PG.MS2Quantity
A6NED2	RCCD1	Homo sapiens	RCC1 domain-containing protein 1	RCCD1_HUMAN	1	1	1	False	40430,25	17292,07421875	18793,40234375	18451,30859375	17538,173828125	15034,3662109375	33438,234375	20208,76171875	53927,54296875	124021,703125	NaN	49743,76171875	6780,3330078125	6353,84912109375	6280,916015625	6024,5	6323,00244140625	6890,693359375	6232,4619140625	6327,4892578125	7103,33349609375	4467,791015625	3930,426513671875	6221,61767578125
A6NFI3	ZNF316	Homo sapiens	Zinc finger protein 316	ZN316_HUMAN	2	2	2	True	10294,0029296875	5625,56640625	7820,32666015625	13928,544921875	16634,751953125	9506,9560546875	12464,373046875	NaN	8553,28125	14786,3076171875	NaN	12599,1494140625	1466,6279296875	1751,23583984375	1608,3839111328125	2167,705078125	1627,37255859375	1248,9267578125	964,9240112304688	NaN	977,3023071289062	1767,70458984375	NaN	1510,64404296875
A6NFQ2	TCAF2	Homo sapiens	TRPM8 channel-associated factor 2	TCAF2_HUMAN	11	11	11	True	39100,87109375	56969,5625	53599,9140625	48638,66015625	50741,42578125	43125,70703125	27491,556640625	44564,75	36249,8984375	41645,921875	31362,08984375	54722,515625	17290,83984375	17664,2421875	18364,9765625	16374,5126953125	17320,091796875	16754,982421875	11029,6650390625	10506,1708984375	14213,7548828125	9896,630859375	8697,8916015625	11274,169921875
A6NFY7	SDHAF1	Homo sapiens	Succinate dehydrogenase assembly factor 1, mitochondrial	SDHF1_HUMAN	1	1	1	False	195943,46875	199182,1875	110146,1015625	136014,1875	140996,953125	67260,5078125	181584,953125	132781,6875	179913,203125	117224,7734375	129443,171875	NaN	4992,40966796875	2541,095458984375	5008,67724609375	4906,77587890625	6640,181640625	6702,30078125	4135,60693359375	4164,9326171875	2415,031982421875	2684,288818359375	4677,8203125	NaN
A6NHR9	SMCHD1	Homo sapiens	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	SMHD1_HUMAN	49	49	52	False	93774,34375	117803,5	112905,7578125	98411,140625	114903,53125	110147,1015625	103012,515625	112428,4296875	107540,7265625	124870,6875	100307,9609375	114818,8984375	31662,9140625	38923,7265625	40653,41796875	37130,11328125	38578,796875	36932,765625	35508,37890625	39599,30859375	36250,66015625	45722,9609375	35163,47265625	45117,12890625
A6NHX0	CASTOR2	Homo sapiens	Cytosolic arginine sensor for mTORC1 subunit 2	CAST2_HUMAN	1	1	1	False	68594,8515625	157562,6875	74052,625	86373,6484375	91348,03125	94637,1328125	76908,953125	117292,2109375	47148,9140625	5787,23681640625	116133,671875	NaN	16652,2109375	27742,259765625	20239,94921875	21231,4609375	19675,24609375	22919,14453125	22843,826171875	24892,873046875	14968,00390625	3037,08544921875	25063,3984375	NaN
A6NI28	ARHGAP42	Homo sapiens	Rho GTPase-activating protein 42	RHG42_HUMAN	2	2	2	False	0,7615607976913452	0,7444080114364624	NaN	NaN	NaN	1	1,2661747932434082	NaN	NaN	1,1828398704528809	NaN	NaN	4423,03515625	5068,1416015625	4978,0693359375	3078,729736328125	3812,808349609375	2904,941650390625	3446,036376953125	4528,62939453125	4203,595703125	3769,2158203125	2244,480224609375	4635,51416015625
A6NIH7	UNC119B	Homo sapiens	Protein unc-119 homolog B	U119B_HUMAN	7	7	7	False	162444,5625	181854,46875	235866,53125	116088,25	140079,78125	193140,671875	101742,6953125	69572,9609375	110149,3359375	91840,453125	113085,1796875	171288,875	15389,36328125	17575,140625	15065,7431640625	18512,4453125	17848,1484375	19663,76953125	17466,416015625	18186,208984375	13684,5380859375	11092,2998046875	17242,228515625	14410,6513671875
A6NJ78	METTL15	Homo sapiens	12S rRNA N4-methylcytidine (m4C) methyltransferase	MET15_HUMAN	4	4	4	False	33657,2578125	56732,86328125	27288,203125	39452,29296875	37284,6953125	41982,296875	18817,103515625	52409,796875	14480,486328125	39394,91796875	37361,87890625	24534,234375	4879,994140625	7920,29541015625	5513,15673828125	6502,4873046875	6246,9775390625	7598,11279296875	5772,9833984375	6910,79833984375	6430,64208984375	5453,50341796875	5528,533203125	4318,37841796875
A6NJB7;A6NJB7-2	PRR19	Homo sapiens	Proline-rich protein 19;Isoform 2 of Proline-rich protein 19	PRR19_HUMAN	1	1	1	False	238493	240929,140625	208740,203125	274760,875	301740,65625	260230,671875	364449,6875	165451	145632,703125	330337,78125	102854,625	298648,3125	NaN	NaN	NaN	337,9645690917969	337,88909912109375	NaN	264,04022216796875	408,0928649902344	209,7229766845703	377,656982421875	1,3686329126358032	549,2914428710938
A6NKD9	CCDC85C	Homo sapiens	Coiled-coil domain-containing protein 85C	CC85C_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	12821,498046875	8537,671875	NaN	NaN	NaN	5192,404296875	NaN	NaN	NaN	NaN	NaN	2232,433837890625	1201,32763671875	1283,2266845703125	NaN	NaN	NaN	1545,773193359375
A6NKF1	SAC3D1	Homo sapiens	SAC3 domain-containing protein 1	SAC31_HUMAN	3	3	3	False	6341,82373046875	NaN	67854,84375	NaN	9941,40625	29012,291015625	NaN	NaN	NaN	8111,48681640625	NaN	6395,02978515625	2689,77880859375	NaN	3730,630615234375	4096,75830078125	1686,9437255859375	1334,140625	NaN	NaN	5402,14453125	7334,2021484375	4777,01904296875	9098,8828125
A6ZKI3	RTL8C	Homo sapiens	Retrotransposon Gag-like protein 8C	RTL8C_HUMAN	5	5	6	False	232326,125	192733,671875	213769,671875	147561,078125	202258,0625	147835,171875	192241,953125	163762,734375	175264,375	116352,5859375	175830,84375	220272,328125	61876,53515625	53388,65625	48975,67578125	37178,84375	49005,12109375	42186,12109375	48088,9921875	48650,3515625	48443,76953125	29749,08203125	46955,828125	53397,04296875
A7E2V4;A7E2V4-3;A7E2V4-4;A7E2V4-5	ZSWIM8	Homo sapiens	Zinc finger SWIM domain-containing protein 8;Isoform 3 of Zinc finger SWIM domain-containing protein 8;Isoform 4 of Zinc finger SWIM domain-containing protein 8;Isoform 5 of Zinc finger SWIM domain-containing protein 8	ZSWM8_HUMAN	16	16	16	False	50930,51171875	55924,58203125	53550,01171875	59924	51320,3125	50420,53125	42348,33984375	34207,7734375	42287,2890625	56757,0078125	23862,3046875	59270,67578125	8134,78662109375	7590,74658203125	8158,6416015625	10379,7392578125	8695,6630859375	7471,9501953125	9212,763671875	6736,82373046875	7053,5859375	8891,779296875	6648,10498046875	6915,7822265625
A7E2Y1;P11055;P12882;P12883;P13535;Q9UKX2;Q9UKX3	MYH7B;MYH3;MYH1;MYH7;MYH8;MYH2;MYH13	Homo sapiens	Myosin-7B;Myosin-3;Myosin-1;Myosin-7;Myosin-8;Myosin-2;Myosin-13	MYH7B_HUMAN;MYH3_HUMAN;MYH1_HUMAN;MYH7_HUMAN;MYH8_HUMAN;MYH2_HUMAN;MYH13_HUMAN	1	1	1	True	22012,818359375	9617,6083984375	NaN	NaN	NaN	NaN	NaN	NaN	15216,953125	116388,78125	2405,497802734375	176276,578125	2126,14501953125	3426,0166015625	NaN	NaN	NaN	NaN	NaN	NaN	3669,552490234375	9862,193359375	2878,79931640625	13089,0673828125
A7KAX9;A7KAX9-2	ARHGAP32	Homo sapiens	Rho GTPase-activating protein 32;Isoform 2 of Rho GTPase-activating protein 32	RHG32_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	2743,620361328125	NaN	NaN	3548,294921875	3007,339111328125	2461,84423828125	3642,06640625	NaN	2555,851806640625	25587,62890625	NaN	NaN
A8CG34	POM121C	Homo sapiens	Nuclear envelope pore membrane protein POM 121C	P121C_HUMAN	3	3	3	False	50211,12890625	64490,11328125	76574,796875	71783,90625	68393,1640625	58112,984375	44213,94140625	36215,01171875	47324,6484375	110766,375	20806,501953125	40231,16015625	3854,22998046875	2717,197021484375	6365,44482421875	1955,6593017578125	6057,43505859375	4565,75048828125	4549,26708984375	3279,84375	4642,580078125	4166,6240234375	3494,974853515625	2823,618896484375
A8K2U0;A8K2U0-2	A2ML1	Homo sapiens	Alpha-2-macroglobulin-like protein 1;Isoform 2 of Alpha-2-macroglobulin-like protein 1	A2ML1_HUMAN	1	1	1	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	3209,8388671875	3123,83154296875	3469,5224609375	2531,583740234375	3571,958984375	3419,912841796875	5489,37060546875	6023,7734375	4979,93701171875	1035,56201171875	2680,780029296875	NaN
A8MTZ0;A8MTZ0-2;A8MTZ0-3	BBIP1	Homo sapiens	BBSome-interacting protein 1;Isoform 2 of BBSome-interacting protein 1;Isoform 3 of BBSome-interacting protein 1	BBIP1_HUMAN	1	1	1	True	6379,62060546875	NaN	NaN	7202,43359375	3897,651611328125	6527,2392578125	5698,39404296875	3869,77880859375	2580,9091796875	5339,59423828125	1,1983319520950317	NaN	2204,4931640625	2574,26513671875	2317,45263671875	3430,80419921875	3191,4873046875	2422,152099609375	2183,060791015625	1063,933349609375	1150,8619384765625	1912,06396484375	1373,451904296875	1739,099609375
A8MV65;A8MV65-2	VGLL3	Homo sapiens	Transcription cofactor vestigial-like protein 3;Isoform 2 of Transcription cofactor vestigial-like protein 3	VGLL3_HUMAN	2	2	2	False	9785,1416015625	9160,513671875	22044,015625	22925,787109375	24725,0078125	30769,0703125	21851,93359375	17776,33984375	15517,6728515625	NaN	41294,95703125	13355,4169921875	6111,3203125	8347,291015625	8070,9794921875	7308,73388671875	9935,0654296875	10767,9208984375	9435,2294921875	10484,6171875	9913,08203125	9279,4228515625	14287,2373046875	14170,86328125
A8MVW0	FAM171A2	Homo sapiens	Protein FAM171A2	F1712_HUMAN	1	1	1	False	20214,484375	15900,5712890625	9424,044921875	NaN	17519,35546875	8367,2197265625	29726,142578125	11323,2509765625	13679,1513671875	NaN	10015,900390625	23637,259765625	1017,4463500976562	1008,6548461914062	1360,4578857421875	NaN	655,06005859375	520,6322631835938	754,1766967773438	1217,84375	700,0173950195312	734,6829833984375	468,1300048828125	1395,6678466796875
A8MW92	PHF20L1	Homo sapiens	PHD finger protein 20-like protein 1	P20L1_HUMAN	2	2	2	False	NaN	90670,0703125	NaN	48667,55078125	12662,7529296875	NaN	53602,42578125	82200,078125	204364,0625	39105,4609375	NaN	206266,28125	7916,08251953125	3695,609375	NaN	4587,466796875	3696,546630859375	NaN	4918,25244140625	7256,13330078125	6374,10498046875	5828,95068359375	NaN	8001,74462890625
A8MW92-2	PHF20L1	Homo sapiens	Isoform 2 of PHD finger protein 20-like protein 1	P20L1_HUMAN	1	1	1	False	7323,15869140625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	915,4967041015625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A8MXV4	NUDT19	Homo sapiens	Nucleoside diphosphate-linked moiety X motif 19	NUD19_HUMAN	13	13	13	True	103310,390625	145535,09375	121797,0703125	104737,3828125	124050,9296875	104265,1796875	79169,7734375	73132,46875	75199,3671875	53732,0546875	85505,921875	45976,1875	52562,52734375	66768,9375	66552,65625	58205,890625	56903,68359375	56748,6328125	38491,58203125	43254,984375	36303,375	26742,5234375	45100,6953125	21839,75
A8MYB1	TMCO5B	Homo sapiens	Transmembrane and coiled-coil domain-containing protein 5B	TMC5B_HUMAN	1	1	1	False	341741,65625	360810,71875	219018,671875	NaN	325833,5	149661,59375	NaN	NaN	55281,25390625	6730,9453125	NaN	28003,126953125	4977,69873046875	6088,3798828125	2411,11962890625	NaN	4207,0576171875	1375,5853271484375	NaN	NaN	3176,245361328125	6176,9541015625	NaN	6707,9111328125
A9UHW6	MIF4GD	Homo sapiens	MIF4G domain-containing protein	MI4GD_HUMAN	5	5	5	True	161471,03125	124573,65625	156892,828125	122969,671875	106018,296875	120566,6953125	85192,2265625	139549,078125	168990,078125	66116,6328125	71216,046875	133258,71875	18657,625	15004,4248046875	19424,25	14841,515625	14240,130859375	16783,466796875	15839,6328125	14151,158203125	16323,1435546875	8492,5439453125	12873,3017578125	10798,248046875
B1AJZ9;B1AJZ9-3;B1AJZ9-4	FHAD1	Homo sapiens	Forkhead-associated domain-containing protein 1;Isoform 3 of Forkhead-associated domain-containing protein 1;Isoform 4 of Forkhead-associated domain-containing protein 1	FHAD1_HUMAN	4	4	4	True	286495,625	199376,328125	311070,21875	185474,40625	195201,609375	175015,625	182854,03125	305122,8125	390297,84375	273910,28125	221844,71875	379444,46875	19906,6015625	9716,544921875	12360,306640625	2301,73095703125	2583,333984375	2041,243896484375	1536,6868896484375	4292,54736328125	13281,962890625	12111,140625	3333,513427734375	25708,056640625
B2RPK0	HMGB1P1	Homo sapiens	Putative high mobility group protein B1-like 1	HGB1A_HUMAN	10	11	15	False	829364,1875	1005572,1875	973212,6875	996317,375	1006422,3125	1187015,625	1038536,125	1096977,75	521277,9375	996920,3125	1480605,625	1006126,1875	125645,6328125	126094,3046875	131844,8125	145860,796875	154668,078125	164205,828125	179279,9375	181374,34375	111642,3828125	113293,7734375	236314,21875	148496,21875
B2RTY4;B2RTY4-2;B2RTY4-4	MYO9A	Homo sapiens	Unconventional myosin-IXa;Isoform 2 of Unconventional myosin-IXa;Isoform 4 of Unconventional myosin-IXa	MYO9A_HUMAN	3	3	3	True	116714,2890625	151228,234375	122690,296875	117744,8203125	143500,65625	169360,625	87040,5546875	125544,8203125	113511,8359375	116109,1875	20214,833984375	130864,453125	7087,7177734375	8518,3408203125	12440,5126953125	5288,51806640625	8378,4833984375	7654,47265625	3001,757080078125	3920,319091796875	5619,23876953125	4078,68408203125	65,09014129638672	3329,1962890625
B3KU38;B3KU38-2;P0DPB3;P0DPB3-2;P0DPB3-3;P0DPB3-4	IQCJ-SCHIP1;IQCJ-SCHIP1;SCHIP1;SCHIP1;SCHIP1;SCHIP1	Homo sapiens	IQCJ-SCHIP1 readthrough transcript protein;Isoform IQCJ-SCHIP1-2 of IQCJ-SCHIP1 readthrough transcript protein;Schwannomin-interacting protein 1;Isoform SCHIP1-2 of Schwannomin-interacting protein 1;Isoform SCHIP1-3 of Schwannomin-interacting protein 1;Isoform SCHIP1-4 of Schwannomin-interacting protein 1	IQIP1_HUMAN;IQIP1_HUMAN;SCHI1_HUMAN;SCHI1_HUMAN;SCHI1_HUMAN;SCHI1_HUMAN	1	1	1	True	28232,12109375	25395,58203125	23658,099609375	NaN	22715,560546875	20235,0625	11120,0673828125	21953,40234375	NaN	NaN	8771,001953125	15750,931640625	16338,6630859375	30785,73046875	25862,564453125	NaN	23622,96875	29813	3896,178466796875	2689,876953125	NaN	NaN	3998,715087890625	6413,78173828125
B5MCY1	TDRD15	Homo sapiens	Tudor domain-containing protein 15	TDR15_HUMAN	1	1	1	False	5811,7041015625	4542,40478515625	7160,85107421875	8186,3388671875	9900,220703125	11977,935546875	14888,6259765625	NaN	20800,24609375	NaN	8292,484375	NaN	NaN	NaN	NaN	1	1,7635159492492676	NaN	NaN	NaN	NaN	NaN	0,023401450365781784	NaN
B7ZAP0	RABGAP1L	Homo sapiens	Rab GTPase-activating protein 1-like, isoform 10	RBG10_HUMAN	1	1	1	False	NaN	5377,8271484375	NaN	NaN	NaN	NaN	10886,1962890625	20980,07421875	5625,171875	NaN	23833,3515625	NaN	NaN	524,2647705078125	NaN	NaN	NaN	NaN	1094,0281982421875	1071,2720947265625	246,118896484375	NaN	3,0511696338653564	NaN
B7ZAQ6;B7ZAQ6-2;B7ZAQ6-3;P0CG08	GPR89A;GPR89A;GPR89A;GPR89B	Homo sapiens	Golgi pH regulator A;Isoform 2 of Golgi pH regulator A;Isoform 3 of Golgi pH regulator A;Golgi pH regulator B	GPHRA_HUMAN;GPHRA_HUMAN;GPHRA_HUMAN;GPHRB_HUMAN	5	5	5	False	268096,34375	102146,46875	102957	274295,5	186140,375	117884,1640625	215302,65625	164735,15625	73457,6484375	304380,375	76224,8671875	168868,765625	20467,609375	17256,55078125	22580,10546875	10699,689453125	24890,65234375	17498,27734375	29619,912109375	20922,599609375	22625,517578125	63268,265625	13673,3037109375	33332,33203125
B7ZBB8	PPP1R3G	Homo sapiens	Protein phosphatase 1 regulatory subunit 3G	PP13G_HUMAN	2	2	2	True	57704,89453125	60692,91015625	20988,96484375	17923,158203125	12506,63671875	14629,1962890625	36551,9296875	21191,880859375	52543,296875	66982,1015625	28545,072265625	49612,37890625	9929,5126953125	7800,638671875	8045,97607421875	5510,0908203125	6233,0537109375	4866,9873046875	6323,24609375	7494,82958984375	5045,2314453125	3009,209716796875	5,233189105987549	4503,20751953125
C4AMC7;Q6VEQ5	WASH3P;WASH2P	Homo sapiens	Putative WAS protein family homolog 3;WAS protein family homolog 2	WASH3_HUMAN;WASH2_HUMAN	11	12	15	False	332287,34375	257472,25	303239,125	266078,5625	245842,265625	245028,171875	275698,40625	343946,15625	335427,96875	294253,5	395296,03125	295632,09375	94330,1640625	74239,390625	88353,734375	76456,71875	74080,53125	75932,7578125	73328,390625	85542,4140625	98165,765625	69083,015625	106865,0078125	87067,5703125
C9J7I0	UMAD1	Homo sapiens	UBAP1-MVB12-associated (UMA)-domain containing protein 1	UMAD1_HUMAN	1	1	1	True	226189,640625	166078,84375	244272,78125	198235,984375	301573,1875	302158,53125	253186,140625	296744,75	230181,296875	237394,75	296358,5	332038,84375	36976,7109375	37615,87890625	42654,4921875	39045,359375	44839,5859375	45504,9453125	11463,9609375	17959,369140625	19272,169921875	33142,1171875	44101,49609375	21242,98046875
C9JH25	PRRT4	Homo sapiens	Proline-rich transmembrane protein 4	PRRT4_HUMAN	1	1	1	True	183765,328125	NaN	NaN	NaN	150769,9375	195106,953125	170974,109375	199588,875	NaN	NaN	NaN	159143,09375	7189,3935546875	NaN	NaN	NaN	9151,5068359375	9816,9091796875	3744,90966796875	3896,324462890625	NaN	NaN	NaN	9618,53515625
C9JLW8	MCRIP1	Homo sapiens	Mapk-regulated corepressor-interacting protein 1	MCRI1_HUMAN	5	5	5	False	357609,8125	326663,03125	301878	302765,4375	350580,5	365012,03125	341795,5	358765,59375	315272	306717,40625	349836,21875	376137,8125	90948,8359375	88614,0078125	97125,96875	93542,640625	97227,546875	99587,3203125	104040,9453125	103301,796875	95372,453125	88828,375	106175,625	106677,6640625
C9JRZ8;C9JRZ8-2;O60218	AKR1B15;AKR1B15;AKR1B10	Homo sapiens	Aldo-keto reductase family 1 member B15;Isoform 2 of Aldo-keto reductase family 1 member B15;Aldo-keto reductase family 1 member B10	AK1BF_HUMAN;AK1BF_HUMAN;AK1BA_HUMAN	2	2	2	False	187253,921875	176679,15625	199441,0625	169423,9375	160142,609375	123765,8046875	155976,4375	155847,28125	84558,3515625	248208	92537,34375	214636,125	25653,66796875	22849,12109375	16328,4033203125	12644,7333984375	14656,189453125	17116,990234375	16005,1640625	15801,7451171875	13592,537109375	12086,5576171875	13435,6787109375	10805,623046875
E7EU14	PPP5D1	Homo sapiens	Protein PPP5D1	PP5D1_HUMAN	1	1	1	True	482637,6875	315350,6875	348519,4375	NaN	290650,125	176803,84375	351384,4375	331029,03125	373165,90625	283793,65625	313152,625	396482,0625	7733,2578125	7897,48681640625	8568,318359375	NaN	1854,431884765625	5660,05517578125	6251,7783203125	7540,11767578125	8755,4501953125	13799,091796875	12284,4658203125	12929,0439453125
E9PAV3;E9PAV3-2	NACA	Homo sapiens	Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Isoform skNAC-2 of Nascent polypeptide-associated complex subunit alpha, muscle-specific form	NACAM_HUMAN	6	7	10	False	3852640,75	3278701,5	3360712,75	3942267,5	4144186,75	3827653,25	5174345,5	4940008,5	3606476	3418012	4807378	3268249,75	646730,75	525018,5	601260,6875	676072,25	662115,0625	615874	949546,8125	907519,125	669612,25	541546,3125	920955,5	603315,25
E9PRG8	C11orf98	Homo sapiens	Uncharacterized protein C11orf98	CK098_HUMAN	7	7	8	True	77170,578125	82207,578125	80036,65625	61906,734375	61678,81640625	74575,5859375	78669,328125	96396,8984375	62609,7421875	104398,6953125	90849,2734375	99484,0859375	13302,4892578125	12267,013671875	6786,8232421875	11191,4130859375	10833,62109375	13881,912109375	15790,4794921875	15766,0634765625	17079,748046875	19018,9375	21021,322265625	17307,921875
G9CGD6;G9CGD6-2;G9CGD6-3;Q6P9H4	CNK3/IPCEF1;CNK3/IPCEF1;CNK3/IPCEF1;CNKSR3	Homo sapiens	CNK3/IPCEF1 fusion protein;Isoform CNK3-IPCEF1-2 of CNK3/IPCEF1 fusion protein;Isoform CNK3-IPCEF1-3 of CNK3/IPCEF1 fusion protein;Connector enhancer of kinase suppressor of ras 3	CNIPF_HUMAN;CNIPF_HUMAN;CNIPF_HUMAN;CNKR3_HUMAN	2	2	2	True	5406,70263671875	5517,24609375	6876,82275390625	7194,201171875	NaN	3528,712890625	8750,6611328125	12601,6474609375	17753,052734375	1045,720947265625	NaN	844,603759765625	2959,653564453125	2386,589111328125	2330,9794921875	1842,765380859375	NaN	1317,055908203125	1990,72705078125	2472,066650390625	1860,5736083984375	1005,1777954101562	NaN	1325,397216796875
L0R6Q1	SLC35A4	Homo sapiens	SLC35A4 upstream open reading frame protein	S35U4_HUMAN	3	3	3	False	778107,125	217587,515625	94607,0625	65464,96484375	203356,109375	146837,40625	228442,671875	51552,33984375	145271,6875	173955,015625	131359,234375	143416,9375	8176,556640625	6828,34228515625	6613,88427734375	5043,87451171875	8856,1015625	6791,318359375	11171,30078125	8797,9130859375	10355,8857421875	9966,064453125	8403,26171875	8078,1953125
L0R819	ASDURF	Homo sapiens	ASNSD1 upstream open reading frame protein	ASURF_HUMAN	6	6	6	True	164935,59375	133713,625	153699,796875	116031,1640625	147602,375	124256,625	117362,9453125	138335,171875	93125,1171875	103067,0078125	100010,59375	139978,40625	27407,83984375	24498,080078125	29268,130859375	25345,322265625	23875,55859375	22072,84375	21753,89453125	21442,59375	20373,54296875	16921,552734375	14777,400390625	15945,4541015625
L0R8F8	MIEF1	Homo sapiens	MIEF1 upstream open reading frame protein	MIDUO_HUMAN	1	1	1	False	12918,2802734375	5974,95751953125	4690,53369140625	1344,8345947265625	NaN	3053,634033203125	8401,2021484375	1356,999267578125	14842,5126953125	11767,142578125	971,4970092773438	6464,80859375	2754,03125	2496,707275390625	3503,08203125	2547,306396484375	3098,233642578125	2363,79248046875	3219,653076171875	1560,29541015625	1768,1416015625	3733,20556640625	4396,87158203125	1688,0780029296875
O00115;O00115-2	DNASE2	Homo sapiens	Deoxyribonuclease-2-alpha;Isoform 2 of Deoxyribonuclease-2-alpha	DNS2A_HUMAN	7	7	7	False	1091845,25	1143179,125	1048910,625	1181682,125	1295035,625	1045546,9375	728865,375	910813	818597,5625	594832,3125	722419,125	682873,25	267368,5625	290751,09375	249278,46875	254762,203125	277364,75	265844,375	192848,828125	219609,703125	235102,53125	167168,34375	208138,171875	212807,625
O00116	AGPS	Homo sapiens	Alkyldihydroxyacetonephosphate synthase, peroxisomal	ADAS_HUMAN	22	22	24	False	595366,1875	813240,9375	773258,125	956142,625	974281,5	1008839,75	634572,0625	586913,6875	517460,09375	894964,3125	640237,875	771378,625	92815,4921875	123382,5	131841,609375	154572,765625	157780,515625	165397,4375	116360,4453125	117015,1953125	90353,0859375	162843,953125	127661,5	141213,296875
O00124;O00124-3	UBXN8	Homo sapiens	UBX domain-containing protein 8;Isoform 3 of UBX domain-containing protein 8	UBXN8_HUMAN	2	2	2	True	2478,298095703125	NaN	83799,0859375	NaN	NaN	NaN	26620,92578125	20440,59765625	66693,6953125	308301,125	NaN	469579,5	77562,4609375	NaN	811,1610107421875	NaN	NaN	NaN	89101,6328125	85669,671875	69987,703125	67868,15625	NaN	76894,953125
