PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
O00401	WASL	Homo sapiens	Neural Wiskott-Aldrich syndrome protein	WASL_HUMAN	2	2	2	False	16733,73046875	15031,6103515625	8525,03515625	5645,81884765625	10335,82421875	17052,009765625	9661,84375	10968,8251953125	3853,837158203125	5387,37939453125	6365,693359375	2201,330078125	9803,5078125	6819,3837890625	6339,6416015625	10605,1435546875	6596,03369140625	7744,744140625	12559,6708984375	8288,6240234375	5954,72265625	10092,6005859375	7724,7822265625	5589,373046875
O00410;O00410-3	IPO5	Homo sapiens	Importin-5;Isoform 3 of Importin-5	IPO5_HUMAN	23	23	25	True	209569,421875	217502,71875	143233,90625	92338,1953125	170984,53125	125204,6171875	94780,421875	122301,4375	82634,5234375	91831,484375	103866,5390625	76517,34375	34371,0625	36436,81640625	28117,53125	19003,54296875	34582,62109375	20095,32421875	20887,341796875	21311,099609375	15162,923828125	19492,935546875	18147,9765625	15237,5380859375
O00425;O00425-2	IGF2BP3	Homo sapiens	Insulin-like growth factor 2 mRNA-binding protein 3;Isoform 2 of Insulin-like growth factor 2 mRNA-binding protein 3	IF2B3_HUMAN	2	2	2	False	20630,681640625	NaN	4751,12109375	NaN	7996,802734375	6008,828125	3984,20556640625	4015,85888671875	3054,968505859375	3630,69091796875	NaN	4725,78955078125	4606,58740234375	1072,2073974609375	2293,706787109375	1100,4063720703125	2396,094970703125	2809,792724609375	2417,145751953125	1118,2088623046875	444,3446350097656	1700,7789306640625	NaN	1016,1892700195312
O00429;O00429-2;O00429-3;O00429-4;O00429-5;O00429-6;O00429-8;O00429-9	DNM1L	Homo sapiens	Dynamin-1-like protein;Isoform 4 of Dynamin-1-like protein;Isoform 2 of Dynamin-1-like protein;Isoform 3 of Dynamin-1-like protein;Isoform 5 of Dynamin-1-like protein;Isoform 6 of Dynamin-1-like protein;Isoform 8 of Dynamin-1-like protein;Isoform 9 of Dynamin-1-like protein	DNM1L_HUMAN	6	6	6	False	1351,493408203125	2546,802978515625	2302,29150390625	1689,26220703125	5087,09033203125	5163,85302734375	2344,144287109375	1286,4224853515625	2940,46826171875	4622,80859375	3633,798095703125	4990,583984375	3519,983154296875	3449,81396484375	2314,169921875	2396,490234375	3772,38037109375	2415,033935546875	3324,519287109375	1999,046630859375	4182,69970703125	4289,56201171875	3699,736328125	4453,9404296875
O00442;O00442-2	RTCA	Homo sapiens	RNA 3'-terminal phosphate cyclase;Isoform 2 of RNA 3'-terminal phosphate cyclase	RTCA_HUMAN	1	1	1	False	0,7713996767997742	NaN	0,38614141941070557	NaN	1	NaN	NaN	1,0941702127456665	1,1914033889770508	NaN	NaN	NaN	1524,1649169921875	2451,259033203125	769,6675415039062	1175,28466796875	2300,67626953125	1424,8658447265625	NaN	1180,373046875	1421,7401123046875	982,0994873046875	1938,882080078125	1793,77587890625
O00461	GOLIM4	Homo sapiens	Golgi integral membrane protein 4	GOLI4_HUMAN	1	1	1	False	NaN	NaN	NaN	7931,4609375	2662,953369140625	NaN	NaN	NaN	NaN	3718,941162109375	7265,4580078125	5474,40576171875	148110,578125	138857,8125	NaN	3831,806396484375	34106,09765625	76991,03125	NaN	NaN	199525,0625	19832,57421875	36769,5859375	201977,265625
O00462	MANBA	Homo sapiens	Beta-mannosidase	MANBA_HUMAN	19	19	20	False	55927,59765625	108635,4921875	69545,5625	92962,3046875	59807,3046875	38020,81640625	32478,310546875	100241,953125	83137,28125	33982,8046875	83919,1953125	74178,953125	22325,5703125	47427,515625	31659,169921875	36902,23046875	28163,416015625	25265,37890625	15834,623046875	46921,1796875	35367,953125	21257,029296875	41258,75	37549,625
O00468-6;O00468-7	AGRN	Homo sapiens	Isoform 6 of Agrin;Isoform 7 of Agrin	AGRIN_HUMAN	34	34	34	False	163352,46875	287788,6875	132624,25	252675,78125	82588,3359375	163736,546875	209015,640625	345527,125	47335,06640625	246945,8125	199131,90625	101665,6171875	31975,232421875	50591,9453125	27352,685546875	55291,96484375	19881,18359375	35244,6015625	45269,9765625	63577,6875	8409,611328125	50380,984375	41477,91015625	19619,564453125
O00469-2	PLOD2	Homo sapiens	Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	PLOD2_HUMAN	13	13	14	True	32003,666015625	60856,03515625	57946,125	65251,33984375	103198,3515625	74804,9609375	69087,21875	86220,09375	115644,28125	149085,734375	194179,59375	205163,09375	5195,1953125	9578,2802734375	8506,49609375	7069,552734375	16550,654296875	13134,4384765625	10936,8046875	13955,74609375	18487,2734375	23820,896484375	28878,03515625	32402,134765625
O00479	HMGN4	Homo sapiens	High mobility group nucleosome-binding domain-containing protein 4	HMGN4_HUMAN	1	1	1	False	70077,7109375	78549,5234375	119127,1484375	105598,9765625	62242,765625	101398,03125	93640,4296875	51492,8359375	94117,4609375	64173,7265625	53529,47265625	92543,9375	9049,5341796875	7108,53515625	10973,31640625	9034,8349609375	6214,7451171875	12816,1220703125	6994,193359375	6294,69384765625	8524,794921875	8083,908203125	2532,171875	6941,01904296875
O00483	NDUFA4	Homo sapiens	Cytochrome c oxidase subunit NDUFA4	NDUA4_HUMAN	1	1	1	False	0,7016484141349792	NaN	1	2,854086399078369	1,2653554677963257	NaN	1,4864723682403564	NaN	NaN	0,9934142231941223	NaN	NaN	3065,295166015625	1364,5775146484375	810,4148559570312	2678,515869140625	2019,986572265625	3683,8037109375	767,4017333984375	3264,525146484375	1866,260986328125	5998,16748046875	5079,10498046875	4916,71630859375
O00487	PSMD14	Homo sapiens	26S proteasome non-ATPase regulatory subunit 14	PSDE_HUMAN	5	5	5	False	39726,0859375	36480,0625	37610,81640625	26448,08984375	65212,5546875	30793,544921875	20045,779296875	27069,044921875	41553,8828125	24214,9453125	44148,55078125	27240,904296875	10566,484375	8946,6357421875	11303,25390625	6343,66845703125	11655,658203125	8205,7392578125	7673,32080078125	9189,498046875	9502,9052734375	7699,29345703125	9596,5400390625	7839,36572265625
O00499-2;O00499-6	BIN1	Homo sapiens	Isoform IIB of Myc box-dependent-interacting protein 1;Isoform II2 of Myc box-dependent-interacting protein 1	BIN1_HUMAN	7	7	7	False	25264,142578125	19347,541015625	27361,84765625	20059,140625	29809,234375	35054,87890625	28822,171875	15030,5927734375	21079,955078125	33695,37109375	30886,37890625	23558,341796875	5010,2490234375	3267,312255859375	4612,19287109375	2963,1845703125	5074,87841796875	4349,33251953125	5067,85888671875	3089,9931640625	3315,8076171875	3868,9306640625	3708,30078125	3114,83203125
O00505	KPNA3	Homo sapiens	Importin subunit alpha-4	IMA4_HUMAN	2	2	2	False	14038,33984375	NaN	8,543755531311035	8850,00390625	NaN	NaN	NaN	NaN	14648,49609375	NaN	NaN	NaN	346,21563720703125	NaN	NaN	40,29019546508789	NaN	NaN	NaN	NaN	19,4172420501709	NaN	NaN	NaN
O00560;O00560-3	SDCBP	Homo sapiens	Syntenin-1;Isoform 3 of Syntenin-1	SDCB1_HUMAN	9	10	11	True	46818,2109375	128505,1328125	137518,53125	123420,71875	246714,046875	159377,28125	142622,546875	230403,25	314071,90625	151866,015625	333571,4375	217773,234375	16815,3203125	34611,05078125	23407,15234375	31599,6640625	62060,60546875	41635,0546875	32932,23828125	52116,46484375	73902,7578125	50530,76953125	77581,65625	56628,4375
O00571;O00571-2	DDX3X	Homo sapiens	ATP-dependent RNA helicase DDX3X;Isoform 2 of ATP-dependent RNA helicase DDX3X	DDX3X_HUMAN	14	15	15	False	38111,34765625	15419,146484375	20765,349609375	17006,443359375	16731,84765625	19173,203125	19559,763671875	12198,7421875	12915,626953125	17067,716796875	12946,716796875	11139,2373046875	14257,134765625	7916,91845703125	7453,24609375	7508,80810546875	6251,14111328125	6799,36328125	7150,53955078125	7424,18505859375	4363,7607421875	5926,21142578125	4241,15966796875	4021,54345703125
O00584	RNASET2	Homo sapiens	Ribonuclease T2	RNT2_HUMAN	7	7	7	True	45182,546875	71802,921875	72184,890625	77264,7890625	71647,546875	60505,40625	90696,953125	86889,703125	54590,48828125	90856,78125	94297,4375	114460,21875	13847,1044921875	18215,80859375	18973,423828125	22325,884765625	19432,0703125	19976,02734375	25836,001953125	23506,04296875	22070,005859375	24737,982421875	24555,17578125	27243,1171875
O00622	CCN1	Homo sapiens	CCN family member 1	CCN1_HUMAN	16	19	20	False	349384,03125	505356,25	303871,875	413771,8125	419852,03125	280243,625	706865,1875	305547,34375	498418,625	363685,375	348060,4375	351588,53125	71752,5390625	82157,6796875	72871,390625	70149,015625	91672,484375	59446,42578125	133681,734375	57919,41015625	99142,40625	79626,1640625	71446,4453125	79091,125
O00625	PIR	Homo sapiens	Pirin	PIR_HUMAN	3	3	3	True	13747,31640625	9648,9541015625	12433,5048828125	13534,8212890625	14653,1328125	14552,0869140625	12078,7333984375	12655,626953125	14595,8369140625	7828,634765625	9173,2939453125	2885,829833984375	12648,978515625	9942,2646484375	13131,2236328125	7496,0078125	9961,51171875	13794,421875	9895,958984375	5936,4033203125	16083,958984375	6574,29931640625	6705,92578125	6795,91845703125
O00629	KPNA4	Homo sapiens	Importin subunit alpha-3	IMA3_HUMAN	1	1	1	False	8019,646484375	7831,91552734375	6003,22314453125	13250,4619140625	NaN	18287,427734375	15759,509765625	5879,54248046875	NaN	NaN	6178,0087890625	NaN	4157,74169921875	6077,82177734375	6579,2451171875	5752,607421875	6199,4794921875	5404,4443359375	6542,0439453125	6649,671875	2418,37548828125	5657,5732421875	4271,17626953125	3993,76708984375
O00743;O00743-2;O00743-3	PPP6C	Homo sapiens	Serine/threonine-protein phosphatase 6 catalytic subunit;Isoform 2 of Serine/threonine-protein phosphatase 6 catalytic subunit;Isoform 3 of Serine/threonine-protein phosphatase 6 catalytic subunit	PPP6_HUMAN	6	6	6	True	15018,291015625	8459,7119140625	9800,763671875	13406,509765625	12302,9638671875	12666,8330078125	11192,9482421875	8702,169921875	6766,19921875	12271,29296875	8816,17578125	5633,07421875	4080,38916015625	2277,43408203125	2029,498046875	1654,3712158203125	2311,43359375	1562,949951171875	1718,411865234375	1904,942626953125	1228,1158447265625	1202,2166748046875	1256,4976806640625	955,975830078125
O00744;O00744-2	WNT10B	Homo sapiens	Protein Wnt-10b;Isoform 2 of Protein Wnt-10b	WN10B_HUMAN	1	1	1	False	1876,169189453125	10834,376953125	4705,61474609375	14615,865234375	9542,3857421875	2715,30322265625	9452,7041015625	7130,47412109375	7368,22900390625	5239,41455078125	1561,455078125	13275,3154296875	1645,8568115234375	847,341064453125	526,30859375	329,1089782714844	1463,0577392578125	1623,1070556640625	287,4818115234375	735,4073486328125	1168,3408203125	257,6893310546875	638,72412109375	279,1377258300781
O00754;O00754-2	MAN2B1	Homo sapiens	Lysosomal alpha-mannosidase;Isoform 2 of Lysosomal alpha-mannosidase	MA2B1_HUMAN	13	13	13	False	11798,46484375	30801,78515625	19728,404296875	10919,9990234375	17736,900390625	13037,876953125	18231,158203125	18196,87109375	32062,44140625	9404,7548828125	18177,84765625	21289,142578125	4216,11328125	9346,4228515625	6139,42919921875	3960,03955078125	6803,55224609375	3961,06689453125	6063,5361328125	6720,56982421875	7983,841796875	3749,77099609375	6570,77783203125	4637,5625
O00764	PDXK	Homo sapiens	Pyridoxal kinase	PDXK_HUMAN	6	6	6	True	11607,453125	19016,37890625	14185,0771484375	18935,330078125	21630,724609375	12722,8408203125	12918,0927734375	7545,47509765625	18003,03515625	8387,3828125	14707,37890625	4136,57568359375	8098,1025390625	7756,36865234375	9245,2060546875	7236,4052734375	9019,8251953125	6160,048828125	6091,87109375	5770,861328125	6474,6552734375	5101,708984375	6662,5634765625	4496,5400390625
O14495	PLPP3	Homo sapiens	Phospholipid phosphatase 3	PLPP3_HUMAN	1	1	1	False	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	798,171630859375	1088,9515380859375	398,3597412109375	210,9484100341797	865,0916137695312	NaN	NaN	417,67633056640625	899,587890625	NaN	1271,5565185546875	NaN
O14498	ISLR	Homo sapiens	Immunoglobulin superfamily containing leucine-rich repeat protein	ISLR_HUMAN	7	7	7	False	73854,609375	81732,2734375	69511,015625	67137,0546875	56252,34375	36186,6875	78590,3984375	67590,9921875	45442,171875	41051,4296875	75058,3515625	49231,9765625	27243,736328125	31500,1875	25775,1640625	30089,3203125	26072,765625	26151,873046875	30767,638671875	29299,23828125	27436,92578125	27340,322265625	31255,201171875	30552,0546875
O14558	HSPB6	Homo sapiens	Heat shock protein beta-6	HSPB6_HUMAN	5	6	6	False	72215,1640625	50369,21875	60318,16796875	31903,236328125	41804,99609375	81114,46875	76344,953125	46704,59765625	63065,45703125	43913,015625	43913,60546875	48296,44140625	24762,318359375	16490,900390625	23635,341796875	16066,3837890625	16369,0029296875	27664,87890625	21925,486328125	19030,796875	15685,26171875	15763,1435546875	17109,9375	19890,490234375
O14561	NDUFAB1	Homo sapiens	Acyl carrier protein, mitochondrial	ACPM_HUMAN	1	1	1	True	29063,564453125	71392,8515625	30310,095703125	49086,5078125	47471,20703125	16005,18359375	NaN	21813,94921875	10056,0888671875	13333,498046875	24866,630859375	NaN	2376,520263671875	5792,3837890625	2375,1708984375	3251,16845703125	1657,8480224609375	1405,956298828125	NaN	3142,510009765625	773,4080810546875	565,5687255859375	1413,47265625	NaN
O14562	UBFD1	Homo sapiens	Ubiquitin domain-containing protein UBFD1	UBFD1_HUMAN	2	3	3	False	70025,2421875	104038,7265625	44792,3046875	45833,85546875	60894,89453125	61910,7421875	58933,40234375	37767,1796875	63613,78515625	41239,9453125	32931,27734375	29670,875	6519,73486328125	7864,1455078125	8510,5390625	6654,86669921875	9060,21484375	11108,853515625	10836,7431640625	6111,271484375	9597,1552734375	8924,3330078125	7475,587890625	8789,6484375
O14579	COPE	Homo sapiens	Coatomer subunit epsilon	COPE_HUMAN	5	6	7	True	37968,73828125	25546,646484375	31624,251953125	45641,69140625	25539,685546875	28114,189453125	17773,71875	30633,42578125	3306,289794921875	24637,9921875	14621,7216796875	9917,98828125	14144,1865234375	9677,9150390625	9451,884765625	7888,9560546875	9262,6572265625	8566,1513671875	6885,72216796875	8491,1123046875	3051,7373046875	8851,681640625	7167,3837890625	3481,9404296875
O14617;O14617-2;O14617-3;O14617-4;O14617-5	AP3D1	Homo sapiens	AP-3 complex subunit delta-1;Isoform 2 of AP-3 complex subunit delta-1;Isoform 3 of AP-3 complex subunit delta-1;Isoform 4 of AP-3 complex subunit delta-1;Isoform 5 of AP-3 complex subunit delta-1	AP3D1_HUMAN	1	1	1	True	NaN	1	NaN	NaN	NaN	NaN	NaN	1,383531928062439	NaN	NaN	NaN	NaN	2347,439697265625	1455,2783203125	NaN	1197,41845703125	1006,9434204101562	NaN	NaN	972,5938110351562	1044,5672607421875	1727,70947265625	1633,933837890625	NaN
O14618	CCS	Homo sapiens	Copper chaperone for superoxide dismutase	CCS_HUMAN	4	4	4	False	53631,19921875	79946,2890625	31360,484375	31032,84375	20803,98828125	49262,05859375	38344,73046875	29728,822265625	37253,4921875	22897,69921875	27068,587890625	42377,9140625	12937,755859375	8848,275390625	11269,3203125	8720,759765625	9753,138671875	12462,173828125	8531,7783203125	8319,189453125	8068,27685546875	5820,39306640625	7443,802734375	6597,84228515625
O14657	TOR1B	Homo sapiens	Torsin-1B	TOR1B_HUMAN	5	5	5	False	25256,955078125	80953,9765625	31751,251953125	21059,61328125	48654,30859375	26237,99609375	27341,455078125	46038,58203125	57533,96875	28901,60546875	37735,17578125	28362,279296875	5099,96875	11000,501953125	6746,40966796875	5702,35205078125	8336,091796875	4514,6064453125	6264,47705078125	8740,6884765625	8946,7255859375	6531,5380859375	8568,0576171875	6400,10205078125
O14668;O14668-2	PRRG1	Homo sapiens	Transmembrane gamma-carboxyglutamic acid protein 1;Isoform 2 of Transmembrane gamma-carboxyglutamic acid protein 1	TMG1_HUMAN	1	1	1	True	43590,6328125	39724,02734375	75437,1796875	72336,6953125	70732,609375	55015,18359375	118714,8203125	58565,7578125	54548,0234375	78580,265625	87514,40625	72104,6953125	3377,195556640625	2517,176025390625	4226,6904296875	6898,841796875	3781,83837890625	2040,7254638671875	6558,9208984375	3499,511962890625	4694,970703125	5788,52490234375	5870,83251953125	6250,8427734375
O14672	ADAM10	Homo sapiens	Disintegrin and metalloproteinase domain-containing protein 10	ADA10_HUMAN	16	16	19	False	620620,125	860597,5625	808922	929644,5	710800,4375	633241,3125	561107	804211,8125	686795,3125	735273,5	669259,3125	845147,0625	195954,140625	232850,171875	238493,453125	270470,15625	200467,6875	221552,640625	237987,46875	251469,890625	181569,875	234320,59375	223535,328125	252904,359375
O14737	PDCD5	Homo sapiens	Programmed cell death protein 5	PDCD5_HUMAN	8	8	8	False	90089,5234375	70353,109375	70177,6484375	97971,53125	42709,60546875	82162,453125	58282,01171875	64147,6328125	20525,66015625	48931,59765625	49017,078125	29882,556640625	24251,689453125	15667,095703125	17065,62109375	23244,41796875	10857,265625	19557,984375	17756,677734375	17454,267578125	9483,623046875	16973,498046875	13748,640625	10303,302734375
O14745	SLC9A3R1	Homo sapiens	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	NHRF1_HUMAN	6	6	6	False	40472,74609375	20305,97265625	29113,986328125	30080,576171875	38515,73828125	40438,12109375	28370,744140625	32356,32421875	29449,912109375	25489,22265625	15605,5615234375	19413,935546875	13131,693359375	12708,8291015625	14992,4609375	9143,1923828125	14384,2783203125	16925,224609375	12910,99609375	10504,421875	12341,3935546875	12077,3486328125	9914,3876953125	11193,87109375
O14773	TPP1	Homo sapiens	Tripeptidyl-peptidase 1	TPP1_HUMAN	7	7	10	False	650348,75	1611693,75	981776,0625	1103752,625	820507,3125	396389,90625	162575,21875	952455,8125	684042,4375	486174,4375	622235,1875	692851,3125	233915,703125	551235,9375	355081,4375	423784,09375	279144,03125	172287,984375	46646,703125	356523,28125	249180,9375	195736,375	179063,84375	230081,28125
O14776;O14776-2	TCERG1	Homo sapiens	Transcription elongation regulator 1;Isoform 2 of Transcription elongation regulator 1	TCRG1_HUMAN	2	2	2	False	27208,453125	18415,044921875	5955,53857421875	17407,666015625	7462,5732421875	12040,5771484375	26095,3203125	20847,83984375	NaN	9335,28515625	NaN	NaN	6199,06005859375	3647,0625	2604,67138671875	5311,857421875	2714,448486328125	5031,82275390625	3128,145263671875	4864,8896484375	NaN	3329,06298828125	NaN	NaN
O14786	NRP1	Homo sapiens	Neuropilin-1	NRP1_HUMAN	11	11	13	False	241792,78125	485986,59375	243436,703125	510859,3125	375679,59375	218771,859375	223516,03125	434924,59375	296517,0625	354913,46875	458145,40625	345796,625	54622,69921875	80415,9921875	52024,890625	107605,8828125	56043,4140625	42968,7421875	58821,5625	85099,625	55723,6875	82078,4453125	74821,6171875	52003,80859375
O14817	TSPAN4	Homo sapiens	Tetraspanin-4	TSN4_HUMAN	1	1	1	False	NaN	4434,00634765625	14789,666015625	NaN	8457,591796875	5709,419921875	10006,3642578125	16785,80078125	7661,716796875	15469,6748046875	6905,32177734375	17192,626953125	NaN	1180,6484375	2043,6937255859375	NaN	2278,57080078125	1473,46923828125	2479,42041015625	3149,55126953125	1669,62255859375	1860,994384765625	2541,6474609375	3622,84130859375
O14818	PSMA7	Homo sapiens	Proteasome subunit alpha type-7	PSA7_HUMAN	15	15	17	False	453937,5625	448868,25	453650,09375	287140,0625	544871,6875	421552,625	289559,6875	351197	408638,15625	315239,78125	364039,5	321301,6875	80804,9609375	78313,7890625	94286,234375	64856,23828125	93772,953125	94702,8359375	60544,390625	68295,0234375	77204,5703125	65937,9609375	67636,5390625	72700,8515625
O14828	SCAMP3	Homo sapiens	Secretory carrier-associated membrane protein 3	SCAM3_HUMAN	1	1	1	False	80165,328125	NaN	19528,091796875	NaN	17771,5	10129,5263671875	11847,4052734375	8048,953125	13018,5126953125	NaN	NaN	40502,640625	14355,56640625	6060,4423828125	7641,1259765625	9261,369140625	6926,07275390625	7339,87451171875	10296,86328125	5258,53955078125	7390,99609375	NaN	4294,80615234375	6359,62890625
O14907	TAX1BP3	Homo sapiens	Tax1-binding protein 3	TX1B3_HUMAN	2	2	2	True	208507,921875	111762,328125	102535,7734375	44594,8515625	129442,4921875	149385,25	180148,0625	47254,2578125	68846,3125	27689,498046875	25744,4921875	10096,1181640625	28248,72265625	13598,7041015625	22656,705078125	14305,60546875	20612,666015625	35153,3125	46374,890625	9201,7021484375	13193,25390625	15688,939453125	7615,025390625	8931,1650390625
O14908;O14908-2	GIPC1	Homo sapiens	PDZ domain-containing protein GIPC1;Isoform 2 of PDZ domain-containing protein GIPC1	GIPC1_HUMAN	3	3	3	True	13600,9228515625	7243,646484375	9975,5244140625	13723,2041015625	9908,8662109375	7790,4560546875	4715,451171875	363,4554443359375	8702,853515625	45586,16015625	3415,553466796875	NaN	10201,9130859375	7359,11328125	9322,267578125	5282,234375	4048,936767578125	2897,511474609375	4636,103515625	3396,706787109375	3280,554931640625	262,68646240234375	3742,567138671875	NaN
O14910	LIN7A	Homo sapiens	Protein lin-7 homolog A	LIN7A_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	846,6201782226562	NaN	NaN	NaN	665,28076171875	NaN	NaN	NaN	374,5586853027344	NaN	NaN	727,4036254882812
O14929;O14929-2	HAT1	Homo sapiens	Histone acetyltransferase type B catalytic subunit;Isoform B of Histone acetyltransferase type B catalytic subunit	HAT1_HUMAN	1	1	1	False	1865,1944580078125	NaN	3952,4482421875	6311,322265625	5701,71533203125	2049,23193359375	NaN	7086,7236328125	NaN	NaN	3705,472900390625	NaN	3138,338623046875	2187,472900390625	1261,8292236328125	1528,355224609375	2656,908203125	2310,7431640625	1627,671875	3023,256103515625	1138,9102783203125	2121,93115234375	1493,057861328125	NaN
O14936;O14936-2;O14936-3;O14936-4;O14936-5;O14936-6	CASK	Homo sapiens	Peripheral plasma membrane protein CASK;Isoform 2 of Peripheral plasma membrane protein CASK;Isoform 3 of Peripheral plasma membrane protein CASK;Isoform 4 of Peripheral plasma membrane protein CASK;Isoform 5 of Peripheral plasma membrane protein CASK;Isoform 6 of Peripheral plasma membrane protein CASK	CSKP_HUMAN	1	1	1	False	0,37242433428764343	NaN	NaN	0,7505937814712524	1,1336904764175415	NaN	NaN	NaN	2,6987226009368896	NaN	1	NaN	1193,164794921875	1431,0679931640625	798,909912109375	1234,2015380859375	1823,457275390625	778,5841674804688	NaN	1421,0718994140625	1116,3529052734375	1323,0732421875	1967,6995849609375	846,7511596679688
